,Ins AIA,,,,Date Paid,Amount,Payee - Select,Payment Note,Date Paid,Date Paid,Amount,,,,
$0.00 ,100%,$228.28 ,544,$228.28 ,UNIT_3_LIVI,WDT,"Window blind - aluminum - 1"" - 20.1 to 32 SF",1,$201.92 ,BLA1>>,11/25/24,25.7.31 | 11:14AM,RO Owner completed.,,
$0.00 ,100%,$69.91 ,"3,364",$69.91 ,UNIT_3_LIVI,FNH,Door peep hole,2,$65.09 ,PEEP,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$1,225.33 ","3,366","$1,225.33 ",UNIT_3_LIVI,DOR,Exterior door - metal - insulated / wood - High grade,1,"$1,076.81 ",X+,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$200.57 ,"3,367",$200.57 ,UNIT_3_LIVI,FNH,Door lockset & deadbolt - exterior - High grade,1,$178.73 ,DBX+,11/22/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$491.14 ,"3,368",$491.14 ,UNIT_3_LIVI,DOR,Additional charge for a retrofit exterior door - difficult,1,$446.12 ,XRETR+,2/16/25,25.7.31 | 11:14AM,,,
$0.00 ,50%,$14.75 ,"3,369",$29.50 ,UNIT_3_LIVI,EQC,"Door numbers/letters - plastic or metal - up to 4""",1,$27.39 ,SNDN,11/22/24,25.7.31 | 11:14AM,,,
$0.00 ,50%,$23.46 ,"3,370",$46.92 ,UNIT_3_LIVI,ELE,Door bell/chime button (button only),1,$42.85 ,CBUTTON,11/22/24,25.12.2 | 7:51AM,,,
$0.00 ,100%,$458.17 ,"3,961",$458.17 ,UNIT_3_LIVI,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$313.20 ,"3,962",$313.20 ,UNIT_3_LIVI,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$403.10 ,547,$403.10 ,UNIT_3_KITC2,WTR,Muck-out/Flood loss cleanup - Heavy,64.85,$403.10 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$43.85 ,548,$43.85 ,UNIT_3_KITC2,WTR,Apply anti-microbial agent to the floor,64.85,$43.85 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$329.26 ,549,$329.26 ,UNIT_3_KITC2,TIL,Regrout tile,64.85,$329.26 ,GROUT,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$80.55 ,550,$80.55 ,UNIT_3_KITC2,TIL,Tile/stone sealer,64.85,$80.55 ,SEALS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$43.95 ,551,$43.95 ,UNIT_3_KITC2,WTR,Apply anti-microbial agent to part of the walls,65,$43.95 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$86.70 ,552,$86.70 ,UNIT_3_KITC2,CLN,Clean stud wall,65,$86.70 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$106.28 ,553,$106.28 ,UNIT_3_KITC2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",16.25,$106.28 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$357.95 ,554,$357.95 ,UNIT_3_KITC2,DRY,"1/2"" - drywall per LF - up to 4' tall",16.25,$313.20 ,LF>,11/24/24,25.7.31 | 11:3AM,,,Add 2 ea. sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$114.68 ,555,$114.68 ,UNIT_3_KITC2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,81.25,$98.44 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$14.84 ,556,$14.84 ,UNIT_3_KITC2,PNT,Scrape part of the walls & prep for paint,16.25,$14.84 ,SCRP,11/24/24,25.7.31 | 11:5AM,,Install 1 ea light Labor only,
$0.00 ,100%,$165.37 ,557,$165.37 ,UNIT_3_KITC2,DRY,Texture drywall - heavy hand texture,81.25,$144.69 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$176.59 ,558,$176.59 ,UNIT_3_KITC2,PNT,Paint the walls - one coat,130,$151.58 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,"$1,080.23 ",559,"$1,080.23 ",UNIT_3_KITC2,CAB,Cabinetry - lower (base) units,3,$967.41 ,LOW,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Remove only,,
$0.00 ,100%,$201.56 ,560,$201.56 ,UNIT_3_KITC2,CAB,Countertop - flat laid plastic laminate,3,$185.13 ,CTFL,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Remove only,,
$0.00 ,100%,$260.07 ,561,$260.07 ,UNIT_3_KITC2,TIL,Ceramic/porcelain tile,12,$236.39 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$122.56 ,562,$122.56 ,UNIT_3_KITC2,TIL,"1/2"" foam backer board - wall - sealed with thinset",12,$111.41 ,BFB1/2T,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$222.62 ,563,$222.62 ,UNIT_3_KITC2,TIL,Add-on for tile backsplash installation,12,$222.62 ,CTTLB,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$265.22 ,564,$265.22 ,UNIT_3_KITC2,PLM,Kitchen Sink - single basin,1,$265.22 ,SNKKS,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$119.69 ,565,$119.69 ,UNIT_3_KITC2,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$43.40 ,566,$43.40 ,UNIT_3_KITC2,PLM,Water supply line,1,$38.95 ,SL1,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$145.33 ,567,$145.33 ,UNIT_3_KITC2,PLM,Angle stop valve,2,$131.46 ,STOP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$1,810.88 ",568,"$1,810.88 ",UNIT_3_KITC2,APP,Range - slide in - electric,1,"$1,648.07 ",RGS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$2,310.10 ",569,"$2,310.10 ",UNIT_3_KITC2,APP,Refrigerator - side by side - 25 to 30 cf,1,"$2,104.27 ",RFS24,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$433.64 ,570,$433.64 ,UNIT_3_KITC2,APP,Garbage disposal / disposer,1,$397.85 ,GD,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$310.75 ,574,$310.75 ,UNIT_3_HALL2,WTR,Muck-out/Flood loss cleanup - Heavy,49.99,$310.75 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$33.81 ,575,$33.81 ,UNIT_3_HALL2,WTR,Apply anti-microbial agent to the floor,49.99,$33.81 ,GRM,11/24/24,25.7.31 | 11:2AM,,Install 1 ea light Labor only,
$0.00 ,100%,$253.83 ,576,$253.83 ,UNIT_3_HALL2,TIL,Regrout tile,49.99,$253.83 ,GROUT,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$62.11 ,577,$62.11 ,UNIT_3_HALL2,TIL,Tile/stone sealer,49.99,$62.11 ,SEALS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$124.40 ,578,$124.40 ,UNIT_3_HALL2,WTR,Apply anti-microbial agent to part of the walls,184,$124.40 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$245.40 ,579,$245.40 ,UNIT_3_HALL2,CLN,Clean stud wall,184,$245.40 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$300.84 ,580,$300.84 ,UNIT_3_HALL2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",46,$300.84 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,"$1,013.26 ",581,"$1,013.26 ",UNIT_3_HALL2,DRY,"1/2"" - drywall per LF - up to 4' tall",46,$886.61 ,LF>,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$324.60 ,582,$324.60 ,UNIT_3_HALL2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,230,$278.61 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$41.99 ,583,$41.99 ,UNIT_3_HALL2,PNT,Scrape part of the walls & prep for paint,46,$41.99 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$468.12 ,584,$468.12 ,UNIT_3_HALL2,DRY,Texture drywall - heavy hand texture,230,$409.60 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$499.86 ,585,$499.86 ,UNIT_3_HALL2,PNT,Paint the walls - one coat,368,$429.05 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$68.78 ,586,$68.78 ,UNIT_3_HALL2,WTR,Tear out baseboard- up to Cat 3,46,$68.78 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$259.76 ,587,$259.76 ,UNIT_3_HALL2,FNC,"Baseboard - 3 1/4""",46,$231.62 ,B3,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$96.74 ,588,$96.74 ,UNIT_3_HALL2,PNT,Paint baseboard - two coats,46,$83.03 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$939.88 ,589,$939.88 ,UNIT_3_HALL2,DOR,Bifold door set - Colonist - Double,2,$828.86 ,BF,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$749.19 ,590,$749.19 ,UNIT_3_HALL2,FNC,"Door opening (jamb & casing) - 36""to60""wide - stain grade",2,$658.25 ,DOP>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$302.61 ,591,$302.61 ,UNIT_3_HALL2,PNT,Paint bifold door set - slab only - 2 coats (per side),4,$259.74 ,BF,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$218.41 ,592,$218.41 ,UNIT_3_HALL2,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),4,$187.46 ,DORT>,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$97.78 ,593,$97.78 ,UNIT_3_HALL2,FNC,Closet shelf and rod package - Detach & reset,6,$97.78 ,CLOSRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$562.05 ,594,$562.05 ,UNIT_3_HALL2,FNC,Closet Organizer - Melamine,4,$481.25 ,CLOSM,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$1,744.69 ",596,"$1,744.69 ",UNIT_3_HALL2,PLM,Water heater - 30 gallon - Electric - 12 yr,1,"$1,593.91 ",WH30E++,11/26/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$2,213.27 ","3,374","$2,213.27 ",UNIT_3_HALL2,HVC,Air handler - with heat element - 2 ton,1,"$2,021.22 ",AH2,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$519.00 ,"3,376",$519.00 ,UNIT_3_HALL2,PLM,Thermal expansion tank - 2 gallon,1,$463.69 ,TET2,1/15/25,25.7.31 | 11:3AM,,,
$0.00 ,100%,$884.16 ,599,$884.16 ,UNIT_3_BEDR2,WTR,Muck-out/Flood loss cleanup - Heavy,142.24,$884.16 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,Install 1 ea Ceiling Fan Labor only,
$0.00 ,100%,$96.19 ,600,$96.19 ,UNIT_3_BEDR2,WTR,Apply anti-microbial agent to the floor,142.24,$96.19 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$722.18 ,601,$722.18 ,UNIT_3_BEDR2,TIL,Regrout tile,142.24,$722.18 ,GROUT,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$176.70 ,602,$176.70 ,UNIT_3_BEDR2,TIL,Tile/stone sealer,142.24,$176.70 ,SEALS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$167.02 ,603,$167.02 ,UNIT_3_BEDR2,WTR,Apply anti-microbial agent to part of the walls,247,$167.02 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$329.44 ,604,$329.44 ,UNIT_3_BEDR2,CLN,Clean stud wall,247,$329.44 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$403.84 ,605,$403.84 ,UNIT_3_BEDR2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",61.75,$403.84 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,"$1,360.18 ",606,"$1,360.18 ",UNIT_3_BEDR2,DRY,"1/2"" - drywall per LF - up to 4' tall",61.75,"$1,190.15 ",LF>,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$435.76 ,607,$435.76 ,UNIT_3_BEDR2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,308.75,$374.03 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$56.35 ,608,$56.35 ,UNIT_3_BEDR2,PNT,Scrape part of the walls & prep for paint,61.75,$56.35 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$628.41 ,609,$628.41 ,UNIT_3_BEDR2,DRY,Texture drywall - heavy hand texture,308.75,$549.85 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$671.00 ,610,$671.00 ,UNIT_3_BEDR2,PNT,Paint the walls - one coat,494,$575.94 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$92.34 ,611,$92.34 ,UNIT_3_BEDR2,WTR,Tear out baseboard- up to Cat 3,61.75,$92.34 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$348.69 ,612,$348.69 ,UNIT_3_BEDR2,FNC,"Baseboard - 3 1/4""",61.75,$310.91 ,B3,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$129.89 ,613,$129.89 ,UNIT_3_BEDR2,PNT,Paint baseboard - two coats,61.75,$111.49 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$470.41 ,614,$470.41 ,UNIT_3_BEDR2,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$111.59 ,615,$111.59 ,UNIT_3_BEDR2,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$92.83 ,616,$92.83 ,UNIT_3_BEDR2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$78.48 ,617,$78.48 ,UNIT_3_BEDR2,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$469.96 ,618,$469.96 ,UNIT_3_BEDR2,DOR,Bifold door set - Colonist - Double,1,$414.46 ,BF,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$374.61 ,619,$374.61 ,UNIT_3_BEDR2,FNC,"Door opening (jamb & casing) - 36""to60""wide - stain grade",1,$329.14 ,DOP>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$151.31 ,620,$151.31 ,UNIT_3_BEDR2,PNT,Paint bifold door set - slab only - 2 coats (per side),2,$129.88 ,BF,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$109.23 ,621,$109.23 ,UNIT_3_BEDR2,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),2,$93.76 ,DORT>,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$97.78 ,622,$97.78 ,UNIT_3_BEDR2,FNC,Closet shelf and rod package - Detach & reset,6,$97.78 ,CLOSRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$75.18 ,623,$75.18 ,UNIT_3_BEDR2,PNT,Seal & paint closet shelving - single shelf,1,$64.54 ,CLOS,11/25/24,25.7.31 | 11:5AM,,,
"$3,054.34 ",ACV,$763.59 ,624,"$3,817.93 ",UNIT_3_BEDR2,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$396.02 ,625,$396.02 ,UNIT_3_BEDR2,DOR,"Screen door - metal - 30"" - 36"" full scrn - Standard grade",2,$365.30 ,SCRNM-,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$421.44 ,626,$421.44 ,UNIT_3_BEDR2,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,25.7.31 | 11:14AM,RO Material only,,
$0.00 ,100%,$458.17 ,"3,963",$458.17 ,UNIT_3_BEDR2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$313.20 ,"3,964",$313.20 ,UNIT_3_BEDR2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$247.83 ,629,$247.83 ,UNIT_3_BATH1,WTR,Muck-out/Flood loss cleanup - Heavy,39.87,$247.83 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,Install 1 ea light Labor only,
$0.00 ,100%,$26.95 ,630,$26.95 ,UNIT_3_BATH1,WTR,Apply anti-microbial agent to the floor,39.87,$26.95 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$202.43 ,631,$202.43 ,UNIT_3_BATH1,TIL,Regrout tile,39.87,$202.43 ,GROUT,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$49.53 ,632,$49.53 ,UNIT_3_BATH1,TIL,Tile/stone sealer,39.87,$49.53 ,SEALS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$66.20 ,633,$66.20 ,UNIT_3_BATH1,WTR,Apply anti-microbial agent to part of the walls,97.92,$66.20 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$130.59 ,634,$130.59 ,UNIT_3_BATH1,CLN,Clean stud wall,97.92,$130.59 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$160.10 ,635,$160.10 ,UNIT_3_BATH1,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",24.48,$160.10 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$539.24 ,636,$539.24 ,UNIT_3_BATH1,DRY,"1/2"" - drywall per LF - up to 4' tall",24.48,$471.84 ,LF>,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$172.75 ,637,$172.75 ,UNIT_3_BATH1,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,122.4,$148.28 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$22.34 ,638,$22.34 ,UNIT_3_BATH1,PNT,Scrape part of the walls & prep for paint,24.48,$22.34 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$249.12 ,639,$249.12 ,UNIT_3_BATH1,DRY,Texture drywall - heavy hand texture,122.4,$217.98 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$265.98 ,640,$265.98 ,UNIT_3_BATH1,PNT,Paint the walls - one coat,195.83,$228.29 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$26.91 ,641,$26.91 ,UNIT_3_BATH1,WTR,Tear out baseboard- up to Cat 3,18,$26.91 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$101.64 ,642,$101.64 ,UNIT_3_BATH1,FNC,"Baseboard - 3 1/4""",18,$90.63 ,B3,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$37.85 ,643,$37.85 ,UNIT_3_BATH1,PNT,Paint baseboard - two coats,18,$32.49 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$940.85 ,644,$940.85 ,UNIT_3_BATH1,DOR,Interior door unit,2,$831.33 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$223.18 ,645,$223.18 ,UNIT_3_BATH1,PNT,Paint door slab only - 2 coats (per side),4,$191.57 ,DOR,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$185.64 ,646,$185.64 ,UNIT_3_BATH1,PNT,Paint door/window trim & jamb - 2 coats (per side),4,$159.34 ,DORT,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$156.96 ,647,$156.96 ,UNIT_3_BATH1,FNH,Door knob - interior,2,$142.73 ,DORH,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$431.09 ,648,$431.09 ,UNIT_3_BATH1,PLM,Toilet,1,$431.09 ,TLT,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$38.27 ,649,$38.27 ,UNIT_3_BATH1,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,25.7.31 | 11:3AM,,Install new vent fan,
$0.00 ,100%,"$1,622.24 ",650,"$1,622.24 ",UNIT_3_BATH1,CAB,Vanity,5,"$1,453.51 ",VAN,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$335.91 ,651,$335.91 ,UNIT_3_BATH1,CAB,Countertop - flat laid plastic laminate,5,$308.53 ,CTFL,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$59.98 ,652,$59.98 ,UNIT_3_BATH1,CAB,Backsplash - plastic laminate,5,$55.20 ,BS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$77.40 ,653,$77.40 ,UNIT_3_BATH1,TBA,Bathroom mirror - Detach & reset,6,$77.40 ,MIRRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$265.22 ,654,$265.22 ,UNIT_3_BATH1,PLM,Sink - single,1,$265.22 ,SNK,11/25/24,25.7.31 | 11:3AM,,Install 1 ea sink faucet ,
$0.00 ,100%,$119.69 ,655,$119.69 ,UNIT_3_BATH1,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$217.95 ,656,$217.95 ,UNIT_3_BATH1,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$86.77 ,657,$86.77 ,UNIT_3_BATH1,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$29.39 ,658,$29.39 ,UNIT_3_BATH1,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$23.38 ,659,$23.38 ,UNIT_3_BATH1,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$43.03 ,660,$43.03 ,UNIT_3_BATH1,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$88.03 ,663,$88.03 ,UNIT_3_BATH,WTR,Muck-out/Flood loss cleanup - Heavy,14.16,$88.03 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$9.58 ,664,$9.58 ,UNIT_3_BATH,WTR,Apply anti-microbial agent to the floor,14.16,$9.58 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$28.91 ,665,$28.91 ,UNIT_3_BATH,WTR,Apply anti-microbial agent to part of the walls,42.75,$28.91 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$57.03 ,666,$57.03 ,UNIT_3_BATH,CLN,Clean stud wall,42.75,$57.03 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$1,010.53 ",667,"$1,010.53 ",UNIT_3_BATH,PLM,Bathtub,1,"$1,010.53 ",TUB,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$37.03 ,668,$37.03 ,UNIT_3_BATH,CLN,Clean tub,1,$37.03 ,TUB,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$741.09 ,669,$741.09 ,UNIT_3_BATH,TIL,"1/2"" Cement board",85.5,$675.92 ,BCEM1/2,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$2,751.88 ",670,"$2,751.88 ",UNIT_3_BATH,TIL,Tile tub surround - 60 to 75 SF - High grade,1,"$2,440.18 ",TUB>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$367.31 ,671,$367.31 ,UNIT_3_BATH,PLM,Tub/shower faucet - Detach & reset,1,$367.31 ,TSFAURS,11/25/24,25.7.31 | 11:3AM,,Install 1 ea tub/shower faucet,
$0.00 ,100%,$38.78 ,672,$38.78 ,UNIT_3_BATH,FNH,Soap dish - Wall mounted,1,$35.75 ,SDISH,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$308.55 ,673,$308.55 ,UNIT_3_BATH,TIL,"Ceramic tile - bullnose - 3/4"" x 6""",21,$283.37 ,AVB,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$396.27 ,675,$396.27 ,UNIT_4_ENTR,WTR,Muck-out/Flood loss cleanup - Heavy,63.75,$396.27 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,Install 1 ea light,
$0.00 ,100%,$43.10 ,676,$43.10 ,UNIT_4_ENTR,WTR,Apply anti-microbial agent to the floor,63.75,$43.10 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$323.67 ,677,$323.67 ,UNIT_4_ENTR,TIL,Regrout tile,63.75,$323.67 ,GROUT,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$79.20 ,678,$79.20 ,UNIT_4_ENTR,FCS,Tile/stone sealer,63.75,$79.20 ,SEAL,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$106.77 ,679,$106.77 ,UNIT_4_ENTR,WTR,Apply anti-microbial agent to part of the walls,157.89,$106.77 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$210.58 ,680,$210.58 ,UNIT_4_ENTR,CLN,Clean stud wall,157.89,$210.58 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$253.43 ,681,$253.43 ,UNIT_4_ENTR,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",38.75,$253.43 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$853.56 ,682,$853.56 ,UNIT_4_ENTR,DRY,"1/2"" - drywall per LF - up to 4' tall",38.75,$746.86 ,LF>,11/24/24,25.7.31 | 11:3AM,,,Add 2 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$278.54 ,683,$278.54 ,UNIT_4_ENTR,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,197.36,$239.08 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$36.03 ,684,$36.03 ,UNIT_4_ENTR,PNT,Scrape part of the walls & prep for paint,39.47,$36.03 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$401.70 ,685,$401.70 ,UNIT_4_ENTR,DRY,Texture drywall - heavy hand texture,197.36,$351.49 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$428.93 ,686,$428.93 ,UNIT_4_ENTR,PNT,Paint the walls - one coat,315.78,$368.17 ,P,11/24/24,25.7.31 | 11:5AM,,,
