#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"1,946",,,Clean nightwear - Full service,0,Average,1,4.74,0,4.74,,0.55,6.23,0,Percent,0,Yes,6.23,Yes,No,CDC,NW,PAULGAGN,,11/2/20
"1,947",,,Clean nightwear - Drop off,0,Average,1,3.93,0,3.93,,0.46,5.17,0,Percent,0,Yes,5.17,Yes,No,CDC,NW-,PAULGAGN,,11/2/20
"1,948",,,Clean outfit - two piece - Full service,0,Average,1,16.65,0,16.65,,1.93,21.92,0,Percent,0,Yes,21.92,Yes,No,CDC,OUT2,PAULGAGN,,11/2/20
"1,949",,,Clean outfit - two piece - Drop off,0,Average,1,13.81,0,13.81,,1.61,18.18,0,Percent,0,Yes,18.18,Yes,No,CDC,OUT2-,PAULGAGN,,11/2/20
"1,950",,,Clean outfit - two piece - deco - Full service,0,Average,1,57.43,0,57.43,,6.68,75.59,0,Percent,0,Yes,75.59,Yes,No,CDC,OUT2D,PAULGAGN,,11/2/20
"1,951",,,Clean outfit - two piece - deco - Drop off,0,Average,1,47.67,0,47.67,,5.54,62.75,0,Percent,0,Yes,62.75,Yes,No,CDC,OUT2D-,PAULGAGN,,11/2/20
"1,952",,,Clean outfit - two piece - lined - Full service,0,Average,1,17.87,0,17.87,,2.08,23.53,0,Percent,0,Yes,23.53,Yes,No,CDC,OUT2L,PAULGAGN,,11/2/20
"1,953",,,Clean outfit - two piece - lined - Drop off,0,Average,1,14.83,0,14.83,,1.73,19.52,0,Percent,0,Yes,19.52,Yes,No,CDC,OUT2L-,PAULGAGN,,11/2/20
"1,954",,,Clean outfit - two piece - velvet or velour - Full service,0,Average,1,28.12,0,28.12,,3.28,37.02,0,Percent,0,Yes,37.02,Yes,No,CDC,OUT2V,PAULGAGN,,11/2/20
"1,955",,,Clean outfit - two piece - velvet or velour - Drop off,0,Average,1,23.35,0,23.35,,2.71,30.74,0,Percent,0,Yes,30.74,Yes,No,CDC,OUT2V-,PAULGAGN,,11/2/20
"1,956",,,Clean outfit - 2pc - wool - silk - linen - lined - Full sv,0,Average,1,23.28,0,23.28,,2.71,30.65,0,Percent,0,Yes,30.65,Yes,No,CDC,OUT2WL,PAULGAGN,,11/2/20
"1,957",,,Clean outfit - 2pc - wool - slk - linen - lined - Drop off,0,Average,1,19.33,0,19.33,,2.24,25.43,0,Percent,0,Yes,25.43,Yes,No,CDC,OUT2WL-,PAULGAGN,,11/2/20
"1,958",,,Clean outfit - two piece - wool - silk - linen - Full serv,0,Average,1,20.71,0,20.71,,2.41,27.26,0,Percent,0,Yes,27.26,Yes,No,CDC,OUT2WS,PAULGAGN,,11/2/20
"1,959",,,Clean outfit - two piece - wool - silk - linen - Drop off,0,Average,1,17.19,0,17.19,,2,22.63,0,Percent,0,Yes,22.63,Yes,No,CDC,OUT2WS-,PAULGAGN,,11/2/20
"1,960",,,Clean outfit - three piece - Full service,0,Average,1,24.45,0,24.45,,2.84,32.19,0,Percent,0,Yes,32.19,Yes,No,CDC,OUT3,PAULGAGN,,11/2/20
"1,961",,,Clean outfit - three piece - Drop off,0,Average,1,20.3,0,20.3,,2.36,26.72,0,Percent,0,Yes,26.72,Yes,No,CDC,OUT3-,PAULGAGN,,11/2/20
"1,962",,,Clean overalls - ski bibs - Full service,0,Average,1,11.62,0,11.62,,1.36,15.3,0,Percent,0,Yes,15.3,Yes,No,CDC,OVS,PAULGAGN,,11/2/20
"1,963",,,Clean overalls - ski bibs - Drop off,0,Average,1,7.91,0,7.91,,0.92,10.41,0,Percent,0,Yes,10.41,Yes,No,CDC,OVS-,PAULGAGN,,11/2/20
"1,964",,,Clean overalls - work coveralls - Full service,0,Average,1,20.28,0,20.28,,2.36,26.7,0,Percent,0,Yes,26.7,Yes,No,CDC,OVWC,PAULGAGN,,11/2/20
"1,965",,,Clean overalls - work coveralls - Drop off,0,Average,1,16.83,0,16.83,,1.96,22.15,0,Percent,0,Yes,22.15,Yes,No,CDC,OVWC-,PAULGAGN,,11/2/20
"1,966",,,Clean pajamas - two piece - silk - Full service,0,Average,1,13.8,0,13.8,,1.61,18.17,0,Percent,0,Yes,18.17,Yes,No,CDC,PAJ2S,PAULGAGN,,11/2/20
"1,967",,,Clean pajamas - two piece - silk - Drop off,0,Average,1,11.46,0,11.46,,1.33,15.09,0,Percent,0,Yes,15.09,Yes,No,CDC,PAJ2S-,PAULGAGN,,11/2/20
"1,968",,,Clean pajamas - bottom - silk - Full service,0,Average,1,7.17,0,7.17,,0.84,9.45,0,Percent,0,Yes,9.45,Yes,No,CDC,PAJBS,PAULGAGN,,11/2/20
"1,969",,,Clean pajamas - bottom - silk - Drop off,0,Average,1,5.95,0,5.95,,0.7,7.85,0,Percent,0,Yes,7.85,Yes,No,CDC,PAJBS-,PAULGAGN,,11/2/20
"1,970",,,Clean pajamas - top - silk - Full service,0,Average,1,5.97,0,5.97,,0.7,7.87,0,Percent,0,Yes,7.87,Yes,No,CDC,PAJTS,PAULGAGN,,11/2/20
"1,971",,,Clean pajamas - top - silk - Drop off,0,Average,1,4.96,0,4.96,,0.58,6.54,0,Percent,0,Yes,6.54,Yes,No,CDC,PAJTS-,PAULGAGN,,11/2/20
"1,972",,,Clean pants - Full service,0,Average,1,8.84,0,8.84,,1.03,11.63,0,Percent,0,Yes,11.63,Yes,No,CDC,PANT,PAULGAGN,,11/2/20
"1,973",,,Clean pants - Drop off,0,Average,1,5.76,0,5.76,,0.67,7.59,0,Percent,0,Yes,7.59,Yes,No,CDC,PANT-,PAULGAGN,,11/2/20
"1,974",,,Clean pants - corduroy - Full service,0,Average,1,8.85,0,8.85,,1.03,11.66,0,Percent,0,Yes,11.66,Yes,No,CDC,PANTC,PAULGAGN,,11/2/20
"1,975",,,Clean pants - corduroy - Drop off,0,Average,1,5.91,0,5.91,,0.68,7.77,0,Percent,0,Yes,7.77,Yes,No,CDC,PANTC-,PAULGAGN,,11/2/20
"1,976",,,Clean pants - child - Full service,0,Average,1,4.83,0,4.83,,0.56,6.35,0,Percent,0,Yes,6.35,Yes,No,CDC,PANTCH,PAULGAGN,,11/2/20
"1,977",,,Clean pants - child - Drop off,0,Average,1,4.01,0,4.01,,0.47,5.28,0,Percent,0,Yes,5.28,Yes,No,CDC,PANTCH-,PAULGAGN,,11/2/20
"1,978",,,Clean pants - deco - Full service,0,Average,1,15.27,0,15.27,,1.78,20.11,0,Percent,0,Yes,20.11,Yes,No,CDC,PANTD,PAULGAGN,,11/2/20
"1,979",,,Clean pants - deco - Drop off,0,Average,1,12.87,0,12.87,,1.5,16.95,0,Percent,0,Yes,16.95,Yes,No,CDC,PANTD-,PAULGAGN,,11/2/20
"1,980",,,Clean pants - hunting - Full service,0,Average,1,15.62,0,15.62,,1.81,20.55,0,Percent,0,Yes,20.55,Yes,No,CDC,PANTH,PAULGAGN,,11/2/20
"1,981",,,Clean pants - hunting - Drop off,0,Average,1,12.97,0,12.97,,1.51,17.08,0,Percent,0,Yes,17.08,Yes,No,CDC,PANTH-,PAULGAGN,,11/2/20
"1,982",,,Clean pants - infant - Full service,0,Average,1,2.75,0,2.75,,0.32,3.63,0,Percent,0,Yes,3.63,Yes,No,CDC,PANTI,PAULGAGN,,11/2/20
"1,983",,,Clean pants - infant - Drop off,0,Average,1,2.28,0,2.28,,0.26,3,0,Percent,0,Yes,3,Yes,No,CDC,PANTI-,PAULGAGN,,11/2/20
"1,984",,,Clean pants - denim jeans - fancy - Full service,0,Average,1,7.63,0,7.63,,0.89,10.04,0,Percent,0,Yes,10.04,Yes,No,CDC,PANTJF,PAULGAGN,,11/2/20
"1,985",,,Clean pants - denim jeans - fancy - Drop off,0,Average,1,6.33,0,6.33,,0.73,8.32,0,Percent,0,Yes,8.32,Yes,No,CDC,PANTJF-,PAULGAGN,,11/2/20
"1,986",,,Clean pants - lined - Full service,0,Average,1,8.16,0,8.16,,0.95,10.75,0,Percent,0,Yes,10.75,Yes,No,CDC,PANTL,PAULGAGN,,11/2/20
"1,987",,,Clean pants - lined - Drop off,0,Average,1,6.77,0,6.77,,0.79,8.92,0,Percent,0,Yes,8.92,Yes,No,CDC,PANTL-,PAULGAGN,,11/2/20
"1,988",,,Clean pants - ski - Full service,0,Average,1,8.84,0,8.84,,1.03,11.63,0,Percent,0,Yes,11.63,Yes,No,CDC,PANTS,PAULGAGN,,11/2/20
"1,989",,,Clean pants - ski - Drop off,0,Average,1,7.34,0,7.34,,0.85,9.65,0,Percent,0,Yes,9.65,Yes,No,CDC,PANTS-,PAULGAGN,,11/2/20
"1,990",,,Clean pants - suede - Full service,0,Average,1,65.26,0,65.26,,7.6,85.92,0,Percent,0,Yes,85.92,Yes,No,CDC,PANTSD,PAULGAGN,,11/2/20
"1,991",,,Clean pants - suede - Drop off,0,Average,1,54.16,0,54.16,,6.3,71.3,0,Percent,0,Yes,71.3,Yes,No,CDC,PANTSD-,PAULGAGN,,11/2/20
"1,992",,,Clean pants - velvet - Full service,0,Average,1,12.25,0,12.25,,1.43,16.14,0,Percent,0,Yes,16.14,Yes,No,CDC,PANTV,PAULGAGN,,11/2/20
"1,993",,,Clean pants - velvet - Drop off,0,Average,1,9.52,0,9.52,,1.1,12.52,0,Percent,0,Yes,12.52,Yes,No,CDC,PANTV-,PAULGAGN,,11/2/20
"1,994",,,Clean pants - work - Full service,0,Average,1,10.64,0,10.64,,1.24,14,0,Percent,0,Yes,14,Yes,No,CDC,PANTW,PAULGAGN,,11/2/20
"1,995",,,Clean pants - work - Drop off,0,Average,1,9.3,0,9.3,,1.08,12.24,0,Percent,0,Yes,12.24,Yes,No,CDC,PANTW-,PAULGAGN,,11/2/20
"1,996",,,Clean pants - wool-silk-linen - Full service,0,Average,1,10.04,0,10.04,,1.16,13.2,0,Percent,0,Yes,13.2,Yes,No,CDC,PANTWL,PAULGAGN,,11/2/20
"1,997",,,Clean pants - wool-silk-linen - Drop off,0,Average,1,7.92,0,7.92,,0.92,10.42,0,Percent,0,Yes,10.42,Yes,No,CDC,PANTWL-,PAULGAGN,,11/2/20
"1,998",,,Clean pants - wool-silk-linen - lined - Full service,0,Average,1,11.65,0,11.65,,1.36,15.35,0,Percent,0,Yes,15.35,Yes,No,CDC,PANTWS,PAULGAGN,,11/2/20
"1,999",,,Clean pants - wool-silk-linen - lined - Drop off,0,Average,1,8.9,0,8.9,,1.03,11.71,0,Percent,0,Yes,11.71,Yes,No,CDC,PANTWS-,PAULGAGN,,11/2/20
"2,000",,,Clean pot holder - Full service,0,Average,1,0.71,0,0.71,,0.08,0.93,0,Percent,0,Yes,0.93,Yes,No,CDC,PH,PAULGAGN,,11/2/20
"2,001",,,Clean pot holder - Drop off,0,Average,1,0.59,0,0.59,,0.07,0.78,0,Percent,0,Yes,0.78,Yes,No,CDC,PH-,PAULGAGN,,11/2/20
"2,002",,,Clean pillow - bed - Full service,0,Average,1,11.51,0,11.51,,1.34,15.15,0,Percent,0,Yes,15.15,Yes,No,CDC,PIL,PAULGAGN,,11/2/20
"2,003",,,Clean pillow - bed - Drop off,0,Average,1,10.36,0,10.36,,1.2,13.64,0,Percent,0,Yes,13.64,Yes,No,CDC,PIL-,PAULGAGN,,11/2/20
"2,004",,,Clean pillow - small - Full service,0,Average,1,6.86,0,6.86,,0.8,9.04,0,Percent,0,Yes,9.04,Yes,No,CDC,PIL<,PAULGAGN,,11/2/20
"2,005",,,Clean pillow - small - Drop off,0,Average,1,6.18,0,6.18,,0.72,8.14,0,Percent,0,Yes,8.14,Yes,No,CDC,PIL<-,PAULGAGN,,11/2/20
"2,006",,,Clean pillow - large - Full service,0,Average,1,17.27,0,17.27,,2,22.73,0,Percent,0,Yes,22.73,Yes,No,CDC,PIL>,PAULGAGN,,11/2/20
"2,007",,,Clean pillow - large - Drop off,0,Average,1,15.54,0,15.54,,1.81,20.45,0,Percent,0,Yes,20.45,Yes,No,CDC,PIL>-,PAULGAGN,,11/2/20
"2,008",,,Clean pillow case - Full service,0,Average,1,3.33,0,3.33,,0.38,4.37,0,Percent,0,Yes,4.37,Yes,No,CDC,PILC,PAULGAGN,,11/2/20
"2,009",,,Clean pillow case - Drop off,0,Average,1,3,0,3,,0.35,3.95,0,Percent,0,Yes,3.95,Yes,No,CDC,PILC-,PAULGAGN,,11/2/20
"2,010",,,Clean pillow case - large - Full service,0,Average,1,5.67,0,5.67,,0.66,7.47,0,Percent,0,Yes,7.47,Yes,No,CDC,PILC>,PAULGAGN,,11/2/20
"2,011",,,Clean pillow case - large - Drop off,0,Average,1,5.09,0,5.09,,0.59,6.7,0,Percent,0,Yes,6.7,Yes,No,CDC,PILC>-,PAULGAGN,,11/2/20
"2,012",,,Clean pillow - down - Full service,0,Average,1,29.95,0,29.95,,3.48,39.43,0,Percent,0,Yes,39.43,Yes,No,CDC,PILD,PAULGAGN,,11/2/20
"2,013",,,Clean pillow - down - Drop off,0,Average,1,26.95,0,26.95,,3.13,35.48,0,Percent,0,Yes,35.48,Yes,No,CDC,PILD-,PAULGAGN,,11/2/20
"2,014",,,Clean pillow - down - large - Full service,0,Average,1,39.9,0,39.9,,4.64,52.52,0,Percent,0,Yes,52.52,Yes,No,CDC,PILD>,PAULGAGN,,11/2/20
"2,015",,,Clean pillow - down - large - Drop off,0,Average,1,35.92,0,35.92,,4.18,47.28,0,Percent,0,Yes,47.28,Yes,No,CDC,PILD>-,PAULGAGN,,11/2/20
"2,016",,,Clean pillow - fancy - Full service,0,Average,1,24.17,0,24.17,,2.81,31.82,0,Percent,0,Yes,31.82,Yes,No,CDC,PILF,PAULGAGN,,11/2/20
"2,017",,,Clean pillow - fancy - Drop off,0,Average,1,21.75,0,21.75,,2.53,28.64,0,Percent,0,Yes,28.64,Yes,No,CDC,PILF-,PAULGAGN,,11/2/20
"2,018",,,Clean pillow - hand wash deco - Full service,0,Average,1,7.56,0,7.56,,0.88,9.96,0,Percent,0,Yes,9.96,Yes,No,CDC,PILHD,PAULGAGN,,11/2/20
"2,019",,,Clean pillow - hand wash deco - Drop off,0,Average,1,6.8,0,6.8,,0.79,8.95,0,Percent,0,Yes,8.95,Yes,No,CDC,PILHD-,PAULGAGN,,11/2/20
"2,020",,,Clean pillow - hand wash deco - small - Full service,0,Average,1,4.3,0,4.3,,0.5,5.66,0,Percent,0,Yes,5.66,Yes,No,CDC,PILHD<,PAULGAGN,,11/2/20
"2,021",,,Clean pillow - hand wash deco - small - Drop off,0,Average,1,3.87,0,3.87,,0.46,5.11,0,Percent,0,Yes,5.11,Yes,No,CDC,PILHD<-,PAULGAGN,,11/2/20
"2,022",,,Clean pillow - hand wash deco - large - Full service,0,Average,1,11.61,0,11.61,,1.36,15.29,0,Percent,0,Yes,15.29,Yes,No,CDC,PILHD>,PAULGAGN,,11/2/20
"2,023",,,Clean pillow - hand wash deco - large - Drop off,0,Average,1,10.45,0,10.45,,1.21,13.76,0,Percent,0,Yes,13.76,Yes,No,CDC,PILHD>-,PAULGAGN,,11/2/20
"2,024",,,Clean pillow sham - Full service,0,Average,1,9.62,0,9.62,,1.12,12.66,0,Percent,0,Yes,12.66,Yes,No,CDC,PILSH,PAULGAGN,,11/2/20
"2,025",,,Clean pillow sham - Drop off,0,Average,1,7.52,0,7.52,,0.88,9.9,0,Percent,0,Yes,9.9,Yes,No,CDC,PILSH-,PAULGAGN,,11/2/20
"2,026",,,Clean pillow sham - large - Full service,0,Average,1,12.41,0,12.41,,1.44,16.33,0,Percent,0,Yes,16.33,Yes,No,CDC,PILSH>,PAULGAGN,,11/2/20
"2,027",,,Clean pillow sham - large - Drop off,0,Average,1,11.18,0,11.18,,1.3,14.72,0,Percent,0,Yes,14.72,Yes,No,CDC,PILSH>-,PAULGAGN,,11/2/20
"2,028",,,Clean pillow sham - satin - Full service,0,Average,1,11.19,0,11.19,,1.3,14.73,0,Percent,0,Yes,14.73,Yes,No,CDC,PILSHS,PAULGAGN,,11/2/20
"2,029",,,Clean pillow sham - satin - Drop off,0,Average,1,9.94,0,9.94,,1.15,13.07,0,Percent,0,Yes,13.07,Yes,No,CDC,PILSHS-,PAULGAGN,,11/2/20
"2,030",,,Clean pillow - throw - Full service,0,Average,1,7.92,0,7.92,,0.92,10.42,0,Percent,0,Yes,10.42,Yes,No,CDC,PILT,PAULGAGN,,11/2/20
"2,031",,,Clean pillow - throw - Drop off,0,Average,1,7.14,0,7.14,,0.83,9.39,0,Percent,0,Yes,9.39,Yes,No,CDC,PILT-,PAULGAGN,,11/2/20
"2,032",,,Clean place mats - Full service,0,Average,1,4.07,0,4.07,,0.47,5.36,0,Percent,0,Yes,5.36,Yes,No,CDC,PLC,PAULGAGN,,11/2/20
"2,033",,,Clean place mats - Drop off,0,Average,1,3.15,0,3.15,,0.37,4.16,0,Percent,0,Yes,4.16,Yes,No,CDC,PLC-,PAULGAGN,,11/2/20
"2,034",,,Clean poncho - Full service,0,Average,1,18.14,0,18.14,,2.11,23.87,0,Percent,0,Yes,23.87,Yes,No,CDC,PONCH,PAULGAGN,,11/2/20
"2,035",,,Clean purse - Full service,0,Average,1,7.48,0,7.48,,0.88,9.86,0,Percent,0,Yes,9.86,Yes,No,CDC,PURSE,PAULGAGN,,11/2/20
"2,036",,,Clean purse - small - Full service,0,Average,1,5.41,0,5.41,,0.62,7.11,0,Percent,0,Yes,7.11,Yes,No,CDC,PURSE<,PAULGAGN,,11/2/20
"2,037",,,Clean purse - leather - Full service,0,Average,1,23.42,0,23.42,,2.72,30.82,0,Percent,0,Yes,30.82,Yes,No,CDC,PURSEL,PAULGAGN,,11/2/20
"2,038",,,Clean quilt - Full service,0,Average,1,29.98,0,29.98,,3.49,39.47,0,Percent,0,Yes,39.47,Yes,No,CDC,QUILT,PAULGAGN,,11/2/20
"2,039",,,Clean quilt - Drop off,0,Average,1,28.51,0,28.51,,3.31,37.52,0,Percent,0,Yes,37.52,Yes,No,CDC,QUILT-,PAULGAGN,,11/2/20
"2,040",,,Clean quilt - large - Full service,0,Average,1,31.19,0,31.19,,3.62,41.05,0,Percent,0,Yes,41.05,Yes,No,CDC,QUILT>,PAULGAGN,,11/2/20
"2,041",,,Clean quilt - large - Drop off,0,Average,1,29.67,0,29.67,,3.46,39.07,0,Percent,0,Yes,39.07,Yes,No,CDC,QUILT>-,PAULGAGN,,11/2/20
"2,042",,,Special - Clean/Restore garment - BID ONLY - Full service,0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,CDC,REST,PAULGAGN,,11/2/20
"2,043",,,Clean robe - Full service,0,Average,1,12.07,0,12.07,,1.4,15.89,0,Percent,0,Yes,15.89,Yes,No,CDC,ROBE,PAULGAGN,,11/2/20
"2,044",,,Clean robe - Drop off,0,Average,1,10.02,0,10.02,,1.16,13.18,0,Percent,0,Yes,13.18,Yes,No,CDC,ROBE-,PAULGAGN,,11/2/20
"2,045",,,Clean robe w/belt - Full service,0,Average,1,17.44,0,17.44,,2.03,22.95,0,Percent,0,Yes,22.95,Yes,No,CDC,ROBEB,PAULGAGN,,11/2/20
"2,046",,,Clean robe w/belt - Drop off,0,Average,1,11.28,0,11.28,,1.31,14.85,0,Percent,0,Yes,14.85,Yes,No,CDC,ROBEB-,PAULGAGN,,11/2/20
"2,047",,,Clean robe - child - Full service,0,Average,1,6.52,0,6.52,,0.76,8.58,0,Percent,0,Yes,8.58,Yes,No,CDC,ROBECH,PAULGAGN,,11/2/20
"2,048",,,Clean robe - child - Drop off,0,Average,1,5.41,0,5.41,,0.62,7.11,0,Percent,0,Yes,7.11,Yes,No,CDC,ROBECH-,PAULGAGN,,11/2/20
"2,049",,,Clean robe - choir - Full service,0,Average,1,19.93,0,19.93,,2.32,26.23,0,Percent,0,Yes,26.23,Yes,No,CDC,ROBECHR,PAULGAGN,,11/2/20
"2,050",,,Clean robe - choir - Drop off,0,Average,1,18.76,0,18.76,,2.18,24.7,0,Percent,0,Yes,24.7,Yes,No,CDC,ROBECR-,PAULGAGN,,11/2/20
"2,051",,,Clean robe - long - Full service,0,Average,1,13.03,0,13.03,,1.51,17.14,0,Percent,0,Yes,17.14,Yes,No,CDC,ROBELN,PAULGAGN,,11/2/20
"2,052",,,Clean robe - long - Drop off,0,Average,1,10.82,0,10.82,,1.26,14.24,0,Percent,0,Yes,14.24,Yes,No,CDC,ROBELN-,PAULGAGN,,11/2/20
"2,053",,,Clean robe - silk - Full service,0,Average,1,19.14,0,19.14,,2.23,25.19,0,Percent,0,Yes,25.19,Yes,No,CDC,ROBES,PAULGAGN,,11/2/20
"2,054",,,Clean robe - silk - Drop off,0,Average,1,13.87,0,13.87,,1.61,18.26,0,Percent,0,Yes,18.26,Yes,No,CDC,ROBES-,PAULGAGN,,11/2/20
"2,055",,,Clean robe - satin - silk - lace w/belt - Full service,0,Average,1,19.16,0,19.16,,2.23,25.23,0,Percent,0,Yes,25.23,Yes,No,CDC,ROBESB,PAULGAGN,,11/2/20
"2,056",,,Clean robe - satin - silk - lace w/belt - Drop off,0,Average,1,17.86,0,17.86,,2.08,23.52,0,Percent,0,Yes,23.52,Yes,No,CDC,ROBESB-,PAULGAGN,,11/2/20
"2,057",,,Clean robe - short - Full service,0,Average,1,9.12,0,9.12,,1.06,12,0,Percent,0,Yes,12,Yes,No,CDC,ROBESH,PAULGAGN,,11/2/20
"2,058",,,Clean robe - short - Drop off,0,Average,1,7.57,0,7.57,,0.88,9.97,0,Percent,0,Yes,9.97,Yes,No,CDC,ROBESH-,PAULGAGN,,11/2/20
"2,059",,,Clean rug - Full service,0,Average,1,73.49,0,73.49,,8.54,96.73,0,Percent,0,Yes,96.73,Yes,No,CDC,RUG,PAULGAGN,,11/2/20
"2,060",,,Clean rug - Drop off,0,Average,1,60.99,0,60.99,,7.09,80.28,0,Percent,0,Yes,80.28,Yes,No,CDC,RUG-,PAULGAGN,,11/2/20
"2,061",,,Clean rug - small - Full service,0,Average,1,32.66,0,32.66,,3.8,43,0,Percent,0,Yes,43,Yes,No,CDC,RUG<,PAULGAGN,,11/2/20
"2,062",,,Clean rug - small - Drop off,0,Average,1,27.12,0,27.12,,3.16,35.7,0,Percent,0,Yes,35.7,Yes,No,CDC,RUG<-,PAULGAGN,,11/2/20
"2,063",,,Clean rug - large - Full service,0,Average,1,118.75,0,118.75,,13.81,156.32,0,Percent,0,Yes,156.32,Yes,No,CDC,RUG>,PAULGAGN,,11/2/20
"2,064",,,Clean rug - large - Drop off,0,Average,1,98.56,0,98.56,,11.47,129.75,0,Percent,0,Yes,129.75,Yes,No,CDC,RUG>-,PAULGAGN,,11/2/20
"2,065",,,Clean rug - bathroom - Full service,0,Average,1,11.86,0,11.86,,1.38,15.62,0,Percent,0,Yes,15.62,Yes,No,CDC,RUGB,PAULGAGN,,11/2/20
"2,066",,,Clean rug - bathroom - Drop off,0,Average,1,9.84,0,9.84,,1.14,12.94,0,Percent,0,Yes,12.94,Yes,No,CDC,RUGB-,PAULGAGN,,11/2/20
"2,067",,,Clean rug - oriental - Full service,0,Average,1,103.88,0,103.88,,12.08,136.74,0,Percent,0,Yes,136.74,Yes,No,CDC,RUGO,PAULGAGN,,11/2/20
"2,068",,,Clean rug - oriental - Drop off,0,Average,1,86.23,0,86.23,,10.03,113.5,0,Percent,0,Yes,113.5,Yes,No,CDC,RUGO-,PAULGAGN,,11/2/20
"2,069",,,Clean rug - oriental - small - Full service,0,Average,1,63.38,0,63.38,,7.37,83.43,0,Percent,0,Yes,83.43,Yes,No,CDC,RUGO<,PAULGAGN,,11/2/20
"2,070",,,Clean rug - oriental - small - Drop off,0,Average,1,52.61,0,52.61,,6.12,69.25,0,Percent,0,Yes,69.25,Yes,No,CDC,RUGO<-,PAULGAGN,,11/2/20
"2,071",,,Clean rug - oriental - large - Full service,0,Average,1,167.87,0,167.87,,19.52,220.97,0,Percent,0,Yes,220.97,Yes,No,CDC,RUGO>,PAULGAGN,,11/2/20
"2,072",,,Clean rug - oriental - large - Drop off,0,Average,1,139.33,0,139.33,,16.21,183.4,0,Percent,0,Yes,183.4,Yes,No,CDC,RUGO>-,PAULGAGN,,11/2/20
"2,073",,,Clean rug - oriental - per SF - Full service,0,Average,1,5.4,0,5.4,,0.62,7.1,0,Percent,0,Yes,7.1,Yes,No,CDC,RUGOSF,PAULGAGN,,11/2/20
"2,074",,,Clean rug - oriental - per SF - Drop off,0,Average,1,3.37,0,3.37,,0.4,4.45,0,Percent,0,Yes,4.45,Yes,No,CDC,RUGOSF-,PAULGAGN,,11/2/20
"2,075",,,Clean rug - per SF - Full service,0,Average,1,2.87,0,2.87,,0.34,3.79,0,Percent,0,Yes,3.79,Yes,No,CDC,RUGSF,PAULGAGN,,11/2/20
"2,076",,,Clean rug - per SF - Drop off,0,Average,1,2.38,0,2.38,,0.28,3.14,0,Percent,0,Yes,3.14,Yes,No,CDC,RUGSF-,PAULGAGN,,11/2/20
"2,077",,,Clean rug - sheep skin - Full service,0,Average,1,43.01,0,43.01,,5,56.61,0,Percent,0,Yes,56.61,Yes,No,CDC,RUGSH,PAULGAGN,,11/2/20
"2,078",,,Clean rug - sheep skin - Drop off,0,Average,1,35.68,0,35.68,,4.15,46.97,0,Percent,0,Yes,46.97,Yes,No,CDC,RUGSH-,PAULGAGN,,11/2/20
"2,079",,,Clean rug - throw - Full service,0,Average,1,14.53,0,14.53,,1.69,19.12,0,Percent,0,Yes,19.12,Yes,No,CDC,RUGT,PAULGAGN,,11/2/20
"2,080",,,Clean rug - throw - Drop off,0,Average,1,12.06,0,12.06,,1.4,15.88,0,Percent,0,Yes,15.88,Yes,No,CDC,RUGT-,PAULGAGN,,11/2/20
"2,081",,,Clean rug - throw - small - Full service,0,Average,1,10.99,0,10.99,,1.28,14.47,0,Percent,0,Yes,14.47,Yes,No,CDC,RUGT<,PAULGAGN,,11/2/20
"2,082",,,Clean rug - throw - small - Drop off,0,Average,1,9.12,0,9.12,,1.06,12,0,Percent,0,Yes,12,Yes,No,CDC,RUGT<-,PAULGAGN,,11/2/20
"2,083",,,Clean rug - throw - large - Full service,0,Average,1,21.47,0,21.47,,2.5,28.27,0,Percent,0,Yes,28.27,Yes,No,CDC,RUGT>,PAULGAGN,,11/2/20
"2,084",,,Clean rug - throw - large - Drop off,0,Average,1,17.82,0,17.82,,2.08,23.46,0,Percent,0,Yes,23.46,Yes,No,CDC,RUGT>-,PAULGAGN,,11/2/20
"2,085",,,Clean sari - Full service,0,Average,1,27.69,0,27.69,,3.22,36.45,0,Percent,0,Yes,36.45,Yes,No,CDC,SARI,PAULGAGN,,11/2/20
"2,086",,,Clean sari - Drop off,0,Average,1,22.99,0,22.99,,2.68,30.27,0,Percent,0,Yes,30.27,Yes,No,CDC,SARI-,PAULGAGN,,11/2/20
"2,087",,,Clean sash - Full service,0,Average,1,5.23,0,5.23,,0.61,6.88,0,Percent,0,Yes,6.88,Yes,No,CDC,SASH,PAULGAGN,,11/2/20
"2,088",,,Clean sash - Drop off,0,Average,1,4.34,0,4.34,,0.5,5.7,0,Percent,0,Yes,5.7,Yes,No,CDC,SASH-,PAULGAGN,,11/2/20
"2,089",,,Clean scarf - Full service,0,Average,1,7.45,0,7.45,,0.86,9.81,0,Percent,0,Yes,9.81,Yes,No,CDC,SCARF,PAULGAGN,,11/2/20
"2,090",,,Clean scarf - Drop off,0,Average,1,4.45,0,4.45,,0.52,5.87,0,Percent,0,Yes,5.87,Yes,No,CDC,SCARF-,PAULGAGN,,11/2/20
"2,091",,,Clean scarf - small - Full service,0,Average,1,3.45,0,3.45,,0.4,4.55,0,Percent,0,Yes,4.55,Yes,No,CDC,SCARF<,PAULGAGN,,11/2/20
