#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
320,,,Dishwasher - Detach & reset,0.00,Average,1.00,395.38,0.00,395.38,EA,,Replace,86.67,40.36,268.33,0.00,0.00,0.02,PLMMN-A,0.00,474.46,0.00,Percent,0.00,Yes,474.46,Yes,No,APP,DWRS,PAULGAGN,,11/2/2020
321,,,Dishwasher supply line - material only,0.00,Average,1.00,20.71,0.00,20.71,EA,,Replace,0.00,0.00,0.00,20.71,0.00,0.00,None,1.66,26.85,9.00,Percent,0.00,Yes,26.85,Yes,No,APP,DWSUP,PAULGAGN,,11/2/2020
322,,,"Built-in freezer - 36""",0.00,Average,1.00,"4,769.30",0.00,"4,769.30",EA,,Remove and Replace,221.23,124.46,309.45,"4,114.16",0.00,0.00,FNCMN-A,329.13,6118.11,11.00,Percent,0.00,Yes,"6,118.11",Yes,No,APP,FRBI,PAULGAGN,,11/2/2020
324,,,"Built-in freezer - 36"" - High grade",0.00,Average,1.00,"5,412.14",0.00,"5,412.14",EA,,Remove and Replace,221.23,124.46,309.45,"4,757.00",0.00,0.00,FNCMN-A,380.56,6951.26,11.00,Percent,0.00,Yes,"6,951.26",Yes,No,APP,FRBI+,PAULGAGN,,11/2/2020
325,,,"Built-in freezer - 36"" - Premium grade",0.00,Average,1.00,"6,388.73",0.00,"6,388.73",EA,,Remove and Replace,221.23,124.46,309.45,"5,733.59",0.00,0.00,FNCMN-A,458.69,8216.92,11.00,Percent,0.00,Yes,"8,216.92",Yes,No,APP,FRBI++,PAULGAGN,,11/2/2020
326,,,Freezer - Remove & reset,0.00,Average,1.00,82.68,0.00,82.68,EA,,Replace,33.27,19.31,30.10,0.00,0.00,0.00,LABLBRMN-A,0.00,99.22,0.00,Percent,0.00,Yes,99.22,Yes,No,APP,FRZRS,PAULGAGN,,11/2/2020
327,,,Garbage disposer,0.00,Average,1.00,371.58,0.00,371.58,EA,,Remove and Replace,58.64,29.27,143.79,139.87,0.00,0.01,PLMMN-A,11.19,459.33,12.00,Percent,0.00,Yes,459.33,Yes,No,APP,GD,PAULGAGN,,11/2/2020
328,,,Garbage disposer - Standard grade,0.00,Average,1.00,335.88,0.00,335.88,EA,,Remove and Replace,58.64,29.27,143.79,104.18,0.00,0.00,PLMMN-A,8.33,413.05,12.00,Percent,0.00,Yes,413.05,Yes,No,APP,GD-,PAULGAGN,,11/2/2020
329,,,Garbage disposer - High grade,0.00,Average,1.00,436.51,0.00,436.51,EA,,Remove and Replace,58.64,29.27,143.79,204.81,0.00,0.00,PLMMN-A,16.38,543.49,12.00,Percent,0.00,Yes,543.49,Yes,No,APP,GD+,PAULGAGN,,11/2/2020
330,,,Garbage disposer - Premium grade,0.00,Average,1.00,617.49,0.00,617.49,EA,,Remove and Replace,58.64,29.27,143.79,385.79,0.00,0.00,PLMMN-A,30.86,778.03,12.00,Percent,0.00,Yes,778.03,Yes,No,APP,GD++,PAULGAGN,,11/2/2020
331,,,Garbage disposer - Detach & reset,0.00,Average,1.00,271.04,0.00,271.04,EA,,Replace,59.41,27.67,183.94,0.00,0.00,0.02,PLMMN-A,0.00,325.24,0.00,Percent,0.00,Yes,325.24,Yes,No,APP,GDRS,PAULGAGN,,11/2/2020
332,,,Range hood,0.00,Average,1.00,338.55,0.00,338.55,EA,,Remove and Replace,50.61,22.84,117.10,148.00,0.00,0.00,ELEMN-A,11.84,420.47,14.00,Percent,0.00,Yes,420.47,Yes,No,APP,HD,PAULGAGN,,11/2/2020
333,,,Range hood - Standard grade,0.00,Average,1.00,290.54,0.00,290.54,EA,,Remove and Replace,50.61,22.84,117.10,99.99,0.00,0.00,ELEMN-A,8.00,358.26,14.00,Percent,0.00,Yes,358.26,Yes,No,APP,HD-,PAULGAGN,,11/2/2020
334,,,Range hood - High grade,0.00,Average,1.00,418.55,0.00,418.55,EA,,Remove and Replace,50.61,22.84,117.10,228.00,0.00,0.00,ELEMN-A,18.24,524.15,14.00,Percent,0.00,Yes,524.15,Yes,No,APP,HD+,PAULGAGN,,11/2/2020
335,,,Range hood - oversized,0.00,Average,1.00,430.55,0.00,430.55,EA,,Remove and Replace,50.61,22.84,117.10,240.00,0.00,0.00,ELEMN-A,19.20,539.71,14.00,Percent,0.00,Yes,539.71,Yes,No,APP,HD>,PAULGAGN,,11/2/2020
336,,,Range hood - oversized - Standard grade,0.00,Average,1.00,335.55,0.00,335.55,EA,,Remove and Replace,50.61,22.84,117.10,145.00,0.00,0.00,ELEMN-A,11.60,416.59,14.00,Percent,0.00,Yes,416.59,Yes,No,APP,HD>-,PAULGAGN,,11/2/2020
337,,,Range hood - oversized - High grade,0.00,Average,1.00,511.55,0.00,511.55,EA,,Remove and Replace,50.61,22.84,117.10,321.00,0.00,0.00,ELEMN-A,25.68,644.69,14.00,Percent,0.00,Yes,644.69,Yes,No,APP,HD>+,PAULGAGN,,11/2/2020
338,,,Range hood - copper,0.00,Average,1.00,"2,627.44",0.00,"2,627.44",EA,,Remove and Replace,70.87,32.76,155.31,"2,368.50",0.00,0.00,ELEMN-A,189.48,3380.32,14.00,Percent,0.00,Yes,"3,380.32",Yes,No,APP,HDC,PAULGAGN,,11/2/2020
339,,,Range hood - copper - High grade,0.00,Average,1.00,"3,372.94",0.00,"3,372.94",EA,,Remove and Replace,70.87,32.76,155.31,"3,114.00",0.00,0.00,ELEMN-A,249.12,4346.48,14.00,Percent,0.00,Yes,"4,346.48",Yes,No,APP,HDC+,PAULGAGN,,11/2/2020
340,,,Range hood - copper - oversized,0.00,Average,1.00,"4,095.42",0.00,"4,095.42",EA,,Remove and Replace,76.53,35.70,164.19,"3,819.00",0.00,0.00,ELEMN-A,305.52,5281.12,14.00,Percent,0.00,Yes,"5,281.12",Yes,No,APP,HDC>,PAULGAGN,,11/2/2020
341,,,Range hood - copper - oversized - High grade,0.00,Average,1.00,"4,395.42",0.00,"4,395.42",EA,,Remove and Replace,76.53,35.70,164.19,"4,119.00",0.00,0.00,ELEMN-A,329.52,5669.92,14.00,Percent,0.00,Yes,"5,669.92",Yes,No,APP,HDC>+,PAULGAGN,,11/2/2020
342,,,Range hood - add on cost for ceiling mount/island hood,0.00,Average,1.00,487.96,0.00,487.96,EA,,Remove and Replace,33.91,17.06,58.99,378.00,0.00,0.00,ELEMN-A,30.24,621.84,14.00,Percent,0.00,Yes,621.84,Yes,No,APP,HDI,PAULGAGN,,11/2/2020
343,,,Range hood - mobile home,0.00,Average,1.00,345.55,0.00,345.55,EA,,Remove and Replace,50.61,22.84,117.10,155.00,0.00,0.00,ELEMN-A,12.40,429.55,14.00,Percent,0.00,Yes,429.55,Yes,No,APP,HDM,PAULGAGN,,11/2/2020
344,,,Range hood - Detach & reset,0.00,Average,1.00,180.57,0.00,180.57,EA,,Replace,44.80,19.02,116.75,0.00,0.00,0.00,ELEMN-A,0.00,216.69,0.00,Percent,0.00,Yes,216.69,Yes,No,APP,HDRS,PAULGAGN,,11/2/2020
345,,,Range hood - stainless steel,0.00,Average,1.00,"2,077.94",0.00,"2,077.94",EA,,Remove and Replace,70.87,32.76,155.31,"1,819.00",0.00,0.00,ELEMN-A,145.52,2668.16,14.00,Percent,0.00,Yes,"2,668.16",Yes,No,APP,HDSS,PAULGAGN,,11/2/2020
346,,,Range hood - stainless steel - High grade,0.00,Average,1.00,"3,006.94",0.00,"3,006.94",EA,,Remove and Replace,70.87,32.76,155.31,"2,748.00",0.00,0.00,ELEMN-A,219.84,3872.14,14.00,Percent,0.00,Yes,"3,872.14",Yes,No,APP,HDSS+,PAULGAGN,,11/2/2020
347,,,Range hood - stainless steel - oversized,0.00,Average,1.00,"3,049.71",0.00,"3,049.71",EA,,Remove and Replace,76.53,35.70,164.19,"2,773.29",0.00,0.00,ELEMN-A,221.86,3925.89,14.00,Percent,0.00,Yes,"3,925.89",Yes,No,APP,HDSS>,PAULGAGN,,11/2/2020
348,,,Range hood - stainless steel - oversized - High grade,0.00,Average,1.00,"3,494.42",0.00,"3,494.42",EA,,Remove and Replace,76.53,35.70,164.19,"3,218.00",0.00,0.00,ELEMN-A,257.44,4502.22,14.00,Percent,0.00,Yes,"4,502.22",Yes,No,APP,HDSS>+,PAULGAGN,,11/2/2020
349,,,Ice machine with storage bin,0.00,Average,1.00,"3,493.91",0.00,"3,493.91",EA,,Remove and Replace,257.79,125.94,684.83,"2,425.35",0.00,0.00,PLMMN-A,194.03,4425.52,13.00,Percent,0.00,Yes,"4,425.52",Yes,No,APP,ICE,PAULGAGN,,11/2/2020
350,,,Ice machine with storage bin - Detach & reset,0.00,Average,1.00,329.63,0.00,329.63,EA,,Replace,72.26,33.65,223.72,0.00,0.00,0.00,PLMMN-A,0.00,395.55,0.00,Percent,0.00,Yes,395.55,Yes,No,APP,ICERS,PAULGAGN,,11/2/2020
351,,,"Ice maker appliance, 15"" wide - built-in",0.00,Average,1.00,"1,526.77",0.00,"1,526.77",EA,,Remove and Replace,59.62,29.87,144.13,"1,293.15",0.00,0.00,PLMMN-A,103.45,1956.28,13.00,Percent,0.00,Yes,"1,956.28",Yes,No,APP,IM,PAULGAGN,,11/2/2020
352,,,"Ice maker appliance, 15"" wide - built-in - High grade",0.00,Average,1.00,"2,065.89",0.00,"2,065.89",EA,,Remove and Replace,59.62,29.87,144.13,"1,832.27",0.00,0.00,PLMMN-A,146.58,2654.97,13.00,Percent,0.00,Yes,"2,654.97",Yes,No,APP,IM+,PAULGAGN,,11/2/2020
353,,,Ice maker drain pump,0.00,Average,1.00,562.02,0.00,562.02,EA,,Remove and Replace,33.63,17.62,66.35,444.42,0.00,0.00,PLMMN-A,35.55,717.11,16.00,Percent,0.00,Yes,717.11,Yes,No,APP,IMDP,PAULGAGN,,11/2/2020
354,,,Ice maker - Detach & reset,0.00,Average,1.00,308.43,0.00,308.43,EA,,Replace,67.61,31.49,209.33,0.00,0.00,0.00,PLMMN-A,0.00,370.11,0.00,Percent,0.00,Yes,370.11,Yes,No,APP,IMRS,PAULGAGN,,11/2/2020
355,,,Kitchen Equipment - Commercial (per SF of kitchen),0.00,Average,1.00,255.02,0.00,255.02,SF,,Replace,26.06,11.75,75.99,141.22,0.00,0.00,PLMMN-A,11.30,319.58,15.00,Percent,0.00,Yes,319.58,Yes,No,APP,KITSF,PAULGAGN,,11/2/2020
356,,,Microwave oven - over range w/built-in hood,0.00,Average,1.00,582.42,0.00,582.42,EA,,Remove and Replace,76.53,35.70,164.19,306.00,0.00,0.00,ELEMN-A,24.48,728.28,9.00,Percent,0.00,Yes,728.28,Yes,No,APP,MWS,PAULGAGN,,11/2/2020
357,,,Microwave oven - over range w/built-in hood - Standard grd,0.00,Average,1.00,467.42,0.00,467.42,EA,,Remove and Replace,76.53,35.70,164.19,191.00,0.00,0.00,ELEMN-A,15.28,579.24,9.00,Percent,0.00,Yes,579.24,Yes,No,APP,MWS-,PAULGAGN,,11/2/2020
358,,,Microwave oven - over range w/built-in hood - High grade,0.00,Average,1.00,959.42,0.00,959.42,EA,,Remove and Replace,76.53,35.70,164.19,683.00,0.00,0.00,ELEMN-A,54.64,1216.86,9.00,Percent,0.00,Yes,"1,216.86",Yes,No,APP,MWS+,PAULGAGN,,11/2/2020
359,,,Microwave oven - over range type - Detach & reset,0.00,Average,1.00,243.58,0.00,243.58,EA,,Replace,60.43,25.66,157.49,0.00,0.00,0.00,ELEMN-A,0.00,292.3,0.00,Percent,0.00,Yes,292.30,Yes,No,APP,MWSRS,PAULGAGN,,11/2/2020
360,,,Cooktop - electric - per specs from ind. material source,0.00,Average,1.00,233.59,0.00,233.59,EA,,Remove and Replace,64.07,29.67,139.85,0.00,0.00,0.00,ELEMN-A,0.00,280.31,13.00,Percent,0.00,Yes,280.31,Yes,No,APP,NAPCT,PAULGAGN,,11/2/2020
361,,,Cooktop - gas - per specs from independent material source,0.00,Average,1.00,232.06,0.00,232.06,EA,,Remove and Replace,58.99,29.50,143.57,0.00,0.00,0.00,PLMMN-A,0.00,278.48,15.00,Percent,0.00,Yes,278.48,Yes,No,APP,NAPCTG,PAULGAGN,,11/2/2020
362,,,Dishwasher - per specs from independent material source,0.00,Average,1.00,265.02,0.00,265.02,EA,,Remove and Replace,66.50,33.08,165.44,0.00,0.00,0.00,PLMMN-A,0.00,318.04,9.00,Percent,0.00,Yes,318.04,Yes,No,APP,NAPDW,PAULGAGN,,11/2/2020
363,,,Microwave oven w/built-in range hood- per ind. mat. source,0.00,Average,1.00,276.42,0.00,276.42,EA,,Remove and Replace,76.53,35.70,164.19,0.00,0.00,0.00,ELEMN-A,0.00,331.7,9.00,Percent,0.00,Yes,331.70,Yes,No,APP,NAPMW,PAULGAGN,,11/2/2020
364,,,Refrigerator - per specs from independent material source,0.00,Average,1.00,101.01,0.00,101.01,EA,,Remove and Replace,40.79,23.68,36.54,0.00,0.00,0.00,LABLBRMN-A,0.00,121.21,14.00,Percent,0.00,Yes,121.21,Yes,No,APP,NAPRF,PAULGAGN,,11/2/2020
365,,,Refrigerator - large - per specs from ind. material source,0.00,Average,1.00,130.39,0.00,130.39,EA,,Remove and Replace,52.63,30.55,47.21,0.00,0.00,0.00,LABLBRMN-A,0.00,156.47,14.00,Percent,0.00,Yes,156.47,Yes,No,APP,NAPRF>,PAULGAGN,,11/2/2020
366,,,Range - freestanding - electric - per ind. mat. source,0.00,Average,1.00,188.80,0.00,188.80,EA,,Remove and Replace,52.18,24.31,112.31,0.00,0.00,0.00,ELEMN-A,0.00,226.56,13.00,Percent,0.00,Yes,226.56,Yes,No,APP,NAPRG,PAULGAGN,,11/2/2020
367,,,Range - freestanding - gas - per ind. mat. source,0.00,Average,1.00,288.81,0.00,288.81,EA,,Remove and Replace,69.63,34.01,185.17,0.00,0.00,0.00,PLMMN-A,0.00,346.57,15.00,Percent,0.00,Yes,346.57,Yes,No,APP,NAPRGG,PAULGAGN,,11/2/2020
368,,,Range - freestanding - gas - large - per ind. mat. source,0.00,Average,1.00,393.00,0.00,393.00,EA,,Remove and Replace,97.92,48.55,246.53,0.00,0.00,0.00,PLMMN-A,0.00,471.6,15.00,Percent,0.00,Yes,471.60,Yes,No,APP,NAPRGG>,PAULGAGN,,11/2/2020
369,,,Built-in oven,0.00,Average,1.00,"1,144.87",0.00,"1,144.87",EA,,Remove and Replace,60.66,28.67,126.04,929.50,0.00,0.00,ELEMN-A,74.36,1463.09,15.00,Percent,0.00,Yes,"1,463.09",Yes,No,APP,OVBI,PAULGAGN,,11/2/2020
370,,,Built-in oven - Standard grade,0.00,Average,1.00,919.37,0.00,919.37,EA,,Remove and Replace,60.66,28.67,126.04,704.00,0.00,0.00,ELEMN-A,56.32,1170.83,15.00,Percent,0.00,Yes,"1,170.83",Yes,No,APP,OVBI-,PAULGAGN,,11/2/2020
371,,,Built-in oven - High grade,0.00,Average,1.00,"1,541.51",0.00,"1,541.51",EA,,Remove and Replace,60.66,28.67,126.04,"1,326.14",0.00,0.00,ELEMN-A,106.09,1977.12,15.00,Percent,0.00,Yes,"1,977.12",Yes,No,APP,OVBI+,PAULGAGN,,11/2/2020
372,,,Built-in oven - Premium grade,0.00,Average,1.00,"2,812.20",0.00,"2,812.20",EA,,Remove and Replace,60.66,28.67,126.04,"2,596.83",0.00,0.00,ELEMN-A,207.75,3623.95,15.00,Percent,0.00,Yes,"3,623.95",Yes,No,APP,OVBI++,PAULGAGN,,11/2/2020
373,,,Built-in double oven,0.00,Average,1.00,"2,438.24",0.00,"2,438.24",EA,,Remove and Replace,99.33,45.09,226.82,"2,067.00",0.00,0.00,ELEMN-A,165.36,3124.34,15.00,Percent,0.00,Yes,"3,124.34",Yes,No,APP,OVBID,PAULGAGN,,11/2/2020
374,,,Built-in double oven - Standard grade,0.00,Average,1.00,"1,594.49",0.00,"1,594.49",EA,,Remove and Replace,99.33,45.09,226.82,"1,223.25",0.00,0.00,ELEMN-A,97.86,2030.83,15.00,Percent,0.00,Yes,"2,030.83",Yes,No,APP,OVBID-,PAULGAGN,,11/2/2020
375,,,Built-in double oven - High grade,0.00,Average,1.00,"3,213.74",0.00,"3,213.74",EA,,Remove and Replace,99.33,45.09,226.82,"2,842.50",0.00,0.00,ELEMN-A,227.40,4129.38,15.00,Percent,0.00,Yes,"4,129.38",Yes,No,APP,OVBID+,PAULGAGN,,11/2/2020
376,,,Built-in double oven - Premium grade,0.00,Average,1.00,"4,870.24",0.00,"4,870.24",EA,,Remove and Replace,99.33,45.09,226.82,"4,499.00",0.00,0.00,ELEMN-A,359.92,6276.2,15.00,Percent,0.00,Yes,"6,276.20",Yes,No,APP,OVBID++,PAULGAGN,,11/2/2020
377,,,Built-in oven - Detach & reset,0.00,Average,1.00,417.35,0.00,417.35,EA,,Replace,103.54,43.97,269.84,0.00,0.00,0.00,ELEMN-A,0.00,500.83,0.00,Percent,0.00,Yes,500.83,Yes,No,APP,OVBIRS,PAULGAGN,,11/2/2020
378,,,Refrigerator - top freezer - 14 to 18 cf,0.00,Average,1.00,801.01,0.00,801.01,EA,,Remove and Replace,40.79,23.68,36.54,700.00,0.00,0.00,LABLBRMN-A,56.00,1028.41,14.00,Percent,0.00,Yes,"1,028.41",Yes,No,APP,RF14,PAULGAGN,,11/2/2020
379,,,Refrigerator - top freezer - 14 to 18 cf - Standard grade,0.00,Average,1.00,701.01,0.00,701.01,EA,,Remove and Replace,40.79,23.68,36.54,600.00,0.00,0.00,LABLBRMN-A,48.00,898.81,14.00,Percent,0.00,Yes,898.81,Yes,No,APP,RF14-,PAULGAGN,,11/2/2020
380,,,Refrigerator - top freezer - 14 to 18 cf - High grade,0.00,Average,1.00,"1,001.01",0.00,"1,001.01",EA,,Remove and Replace,40.79,23.68,36.54,900.00,0.00,0.00,LABLBRMN-A,72.00,1287.61,14.00,Percent,0.00,Yes,"1,287.61",Yes,No,APP,RF14+,PAULGAGN,,11/2/2020
381,,,Refrigerator - top freezer - 14 to 18 cf - Premium grade,0.00,Average,1.00,"1,323.34",0.00,"1,323.34",EA,,Remove and Replace,49.78,28.89,44.67,"1,200.00",0.00,0.00,LABLBRMN-A,96.00,1703.2,14.00,Percent,0.00,Yes,"1,703.20",Yes,No,APP,RF14++,PAULGAGN,,11/2/2020
382,,,Refrigerator - top freezer - 18 to 22 cf,0.00,Average,1.00,"1,001.01",0.00,"1,001.01",EA,,Remove and Replace,40.79,23.68,36.54,900.00,0.00,0.00,LABLBRMN-A,72.00,1287.61,14.00,Percent,0.00,Yes,"1,287.61",Yes,No,APP,RF18,PAULGAGN,,11/2/2020
383,,,Refrigerator - top freezer - 18 to 22 cf - Standard grade,0.00,Average,1.00,801.01,0.00,801.01,EA,,Remove and Replace,40.79,23.68,36.54,700.00,0.00,0.00,LABLBRMN-A,56.00,1028.41,14.00,Percent,0.00,Yes,"1,028.41",Yes,No,APP,RF18-,PAULGAGN,,11/2/2020
384,,,Refrigerator - top freezer - 18 to 22 cf - High grade,0.00,Average,1.00,"1,101.01",0.00,"1,101.01",EA,,Remove and Replace,40.79,23.68,36.54,"1,000.00",0.00,0.00,LABLBRMN-A,80.00,1417.21,14.00,Percent,0.00,Yes,"1,417.21",Yes,No,APP,RF18+,PAULGAGN,,11/2/2020
385,,,Refrigerator - top freezer - 18 to 22 cf - Premium grade,0.00,Average,1.00,"1,401.01",0.00,"1,401.01",EA,,Remove and Replace,40.79,23.68,36.54,"1,300.00",0.00,0.00,LABLBRMN-A,104.00,1806.01,14.00,Percent,0.00,Yes,"1,806.01",Yes,No,APP,RF18++,PAULGAGN,,11/2/2020
386,,,Refrigerator - top freezer - 22 to 24 cf,0.00,Average,1.00,"1,130.39",0.00,"1,130.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,000.00",0.00,0.00,LABLBRMN-A,80.00,1452.47,14.00,Percent,0.00,Yes,"1,452.47",Yes,No,APP,RF22,PAULGAGN,,11/2/2020
387,,,Refrigerator - top freezer - 22 to 24 cf - Standard grade,0.00,Average,1.00,"1,030.39",0.00,"1,030.39",EA,,Remove and Replace,52.63,30.55,47.21,900.00,0.00,0.00,LABLBRMN-A,72.00,1322.87,14.00,Percent,0.00,Yes,"1,322.87",Yes,No,APP,RF22-,PAULGAGN,,11/2/2020
388,,,Refrigerator - top freezer - 22 to 24 cf - High grade,0.00,Average,1.00,"1,230.39",0.00,"1,230.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,100.00",0.00,0.00,LABLBRMN-A,88.00,1582.07,14.00,Percent,0.00,Yes,"1,582.07",Yes,No,APP,RF22+,PAULGAGN,,11/2/2020
389,,,Refrigerator - top freezer - 22 to 24 cf - Premium grade,0.00,Average,1.00,"1,430.39",0.00,"1,430.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,300.00",0.00,0.00,LABLBRMN-A,104.00,1841.27,14.00,Percent,0.00,Yes,"1,841.27",Yes,No,APP,RF22++,PAULGAGN,,11/2/2020
390,,,Refrigerator - top freezer - 24 to 26 cf,0.00,Average,1.00,"1,330.39",0.00,"1,330.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,200.00",0.00,0.00,LABLBRMN-A,96.00,1711.67,14.00,Percent,0.00,Yes,"1,711.67",Yes,No,APP,RF25,PAULGAGN,,11/2/2020
391,,,Refrigerator - top freezer - 24 to 26 cf - High grade,0.00,Average,1.00,"1,630.39",0.00,"1,630.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,500.00",0.00,0.00,LABLBRMN-A,120.00,2100.47,14.00,Percent,0.00,Yes,"2,100.47",Yes,No,APP,RF25+,PAULGAGN,,11/2/2020
392,,,Refrigerator - top freezer - 24 to 26 cf - Premium grade,0.00,Average,1.00,"2,230.39",0.00,"2,230.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,100.00",0.00,0.00,LABLBRMN-A,168.00,2878.07,14.00,Percent,0.00,Yes,"2,878.07",Yes,No,APP,RF25++,PAULGAGN,,11/2/2020
393,,,Refrigerator - top freezer - 24 to 26 cf - Deluxe grade,0.00,Average,1.00,"2,330.39",0.00,"2,330.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,200.00",0.00,0.00,LABLBRMN-A,176.00,3007.67,14.00,Percent,0.00,Yes,"3,007.67",Yes,No,APP,RF25+++,PAULGAGN,,11/2/2020
394,,,Refrigerator - bottom freezer - 18 to 22 cf,0.00,Average,1.00,"1,601.01",0.00,"1,601.01",EA,,Remove and Replace,40.79,23.68,36.54,"1,500.00",0.00,0.00,LABLBRMN-A,120.00,2065.21,14.00,Percent,0.00,Yes,"2,065.21",Yes,No,APP,RFB18,PAULGAGN,,11/2/2020
395,,,Refrigerator - bottom freezer - 18 to 22 cf - Standard grd,0.00,Average,1.00,"1,201.01",0.00,"1,201.01",EA,,Remove and Replace,40.79,23.68,36.54,"1,100.00",0.00,0.00,LABLBRMN-A,88.00,1546.81,14.00,Percent,0.00,Yes,"1,546.81",Yes,No,APP,RFB18-,PAULGAGN,,11/2/2020
396,,,Refrigerator - bottom freezer - 18 to 22 cf - High grade,0.00,Average,1.00,"2,301.01",0.00,"2,301.01",EA,,Remove and Replace,40.79,23.68,36.54,"2,200.00",0.00,0.00,LABLBRMN-A,176.00,2972.41,14.00,Percent,0.00,Yes,"2,972.41",Yes,No,APP,RFB18+,PAULGAGN,,11/2/2020
397,,,Refrigerator - bottom freezer - 18 to 22 cf -Premium grade,0.00,Average,1.00,"3,101.01",0.00,"3,101.01",EA,,Remove and Replace,40.79,23.68,36.54,"3,000.00",0.00,0.00,LABLBRMN-A,240.00,4009.21,14.00,Percent,0.00,Yes,"4,009.21",Yes,No,APP,RFB18++,PAULGAGN,,11/2/2020
398,,,Refrigerator - bottom freezer - 22 to 25 cf,0.00,Average,1.00,"2,330.39",0.00,"2,330.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,200.00",0.00,0.00,LABLBRMN-A,176.00,3007.67,14.00,Percent,0.00,Yes,"3,007.67",Yes,No,APP,RFB22,PAULGAGN,,11/2/2020
399,,,Refrigerator - bottom freezer - 22 to 25 cf - Standard grd,0.00,Average,1.00,"1,530.39",0.00,"1,530.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,400.00",0.00,0.00,LABLBRMN-A,112.00,1970.87,14.00,Percent,0.00,Yes,"1,970.87",Yes,No,APP,RFB22-,PAULGAGN,,11/2/2020
400,,,Refrigerator - bottom freezer - 22 to 25 cf - High grade,0.00,Average,1.00,"2,830.39",0.00,"2,830.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,700.00",0.00,0.00,LABLBRMN-A,216.00,3655.67,14.00,Percent,0.00,Yes,"3,655.67",Yes,No,APP,RFB22+,PAULGAGN,,11/2/2020
401,,,Refrigerator - bottom freezer - 22 to 25 cf -Premium grade,0.00,Average,1.00,"3,330.39",0.00,"3,330.39",EA,,Remove and Replace,52.63,30.55,47.21,"3,200.00",0.00,0.00,LABLBRMN-A,256.00,4303.67,14.00,Percent,0.00,Yes,"4,303.67",Yes,No,APP,RFB22++,PAULGAGN,,11/2/2020
402,,,Refrigerator - bottom freezer - 25 to 30 cf,0.00,Average,1.00,"2,230.39",0.00,"2,230.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,100.00",0.00,0.00,LABLBRMN-A,168.00,2878.07,14.00,Percent,0.00,Yes,"2,878.07",Yes,No,APP,RFB25,PAULGAGN,,11/2/2020
403,,,Refrigerator - bottom freezer - 25 to 30 cf - Standard grd,0.00,Average,1.00,"1,730.39",0.00,"1,730.39",EA,,Remove and Replace,52.63,30.55,47.21,"1,600.00",0.00,0.00,LABLBRMN-A,128.00,2230.07,14.00,Percent,0.00,Yes,"2,230.07",Yes,No,APP,RFB25-,PAULGAGN,,11/2/2020
404,,,Refrigerator - bottom freezer - 25 to 30 cf - High grade,0.00,Average,1.00,"2,930.39",0.00,"2,930.39",EA,,Remove and Replace,52.63,30.55,47.21,"2,800.00",0.00,0.00,LABLBRMN-A,224.00,3785.27,14.00,Percent,0.00,Yes,"3,785.27",Yes,No,APP,RFB25+,PAULGAGN,,11/2/2020
405,,,Refrigerator - bottom freezer - 25 to 30 cf -Premium grade,0.00,Average,1.00,"3,630.39",0.00,"3,630.39",EA,,Remove and Replace,52.63,30.55,47.21,"3,500.00",0.00,0.00,LABLBRMN-A,280.00,4692.47,14.00,Percent,0.00,Yes,"4,692.47",Yes,No,APP,RFB25++,PAULGAGN,,11/2/2020
406,,,"Built-in refrigerator - 36""",0.00,Average,1.00,"5,302.14",0.00,"5,302.14",EA,,Remove and Replace,221.23,124.46,309.45,"4,647.00",0.00,0.00,FNCMN-A,371.76,6808.7,13.00,Percent,0.00,Yes,"6,808.70",Yes,No,APP,RFBI,PAULGAGN,,11/2/2020
407,,,"Built-in refrigerator - 36"" - High grade",0.00,Average,1.00,"7,335.14",0.00,"7,335.14",EA,,Remove and Replace,221.23,124.46,309.45,"6,680.00",0.00,0.00,FNCMN-A,534.40,9443.46,13.00,Percent,0.00,Yes,"9,443.46",Yes,No,APP,RFBI+,PAULGAGN,,11/2/2020
408,,,"Built-in refrigerator - 36"" - Premium grade",0.00,Average,1.00,"8,832.14",0.00,"8,832.14",EA,,Remove and Replace,221.23,124.46,309.45,"8,177.00",0.00,0.00,FNCMN-A,654.16,11383.58,13.00,Percent,0.00,Yes,"11,383.58",Yes,No,APP,RFBI++,PAULGAGN,,11/2/2020
