#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
427,,,Refrigerator - paint / refinish,0.00,Average,1.00,508.72,0.00,508.72,EA,,Replace,116.47,60.99,263.15,68.11,0.00,0.00,PNTMN-A,5.45,617.01,15.00,Percent,0.00,Yes,617.01,Yes,No,APP,RFP,PAULGAGN,,11/2/2020
429,,,Refrigerator - paint / refinish & replace gaskets,0.00,Average,1.00,658.16,0.00,658.16,EA,,Replace,145.15,76.00,327.95,109.06,0.00,0.00,PNTMN-A,8.72,800.26,15.00,Percent,0.00,Yes,800.26,Yes,No,APP,RFPG,PAULGAGN,,11/2/2020
430,,,Refrigerator - Reset,0.00,Average,1.00,41.33,0.00,41.33,EA,,Replace,16.63,9.65,15.05,0.00,0.00,0.00,LABLBRMN-A,0.00,49.59,0.00,Percent,0.00,Yes,49.59,Yes,No,APP,RFR,PAULGAGN,,11/2/2020
431,,,Refrigerator - reach-in - Restaurant Equip. - 1 door,0.00,Average,1.00,183.68,0.00,183.68,EA,,Remove,74.39,43.18,66.11,0.00,0.00,0.00,FNCMN-A,0.00,220.42,13.00,Percent,0.00,Yes,220.42,Yes,No,APP,RFR1,PAULGAGN,,11/2/2020
432,,,Refrigerator - reach-in - Restaurant Equip. - 2 door,0.00,Average,1.00,216.27,0.00,216.27,EA,,Remove,87.59,50.84,77.84,0.00,0.00,0.00,FNCMN-A,0.00,259.53,13.00,Percent,0.00,Yes,259.53,Yes,No,APP,RFR2,PAULGAGN,,11/2/2020
433,,,Refrigerator - reach-in - Restaurant Equip. - 3 door,0.00,Average,1.00,276.11,0.00,276.11,EA,,Remove,111.82,64.91,99.38,0.00,0.00,0.00,FNCMN-A,0.00,331.33,13.00,Percent,0.00,Yes,331.33,Yes,No,APP,RFR3,PAULGAGN,,11/2/2020
434,,,Refrigerator - Remove & reset,0.00,Average,1.00,82.68,0.00,82.68,EA,,Replace,33.27,19.31,30.10,0.00,0.00,0.00,LABLBRMN-A,0.00,99.22,0.00,Percent,0.00,Yes,99.22,Yes,No,APP,RFRS,PAULGAGN,,11/2/2020
435,,,Refrigerator - side by side - 16 to 22 cf,0.00,Average,1.00,56.32,0.00,56.32,EA,,Remove,22.81,13.24,20.27,0.00,0.00,0.00,LABLBRMN-A,0.00,67.58,14.00,Percent,0.00,Yes,67.58,Yes,No,APP,RFS18,PAULGAGN,,11/2/2020
436,,,Refrigerator - side by side - 16 to 22 cf - Standard grade,0.00,Average,1.00,56.32,0.00,56.32,EA,,Remove,22.81,13.24,20.27,0.00,0.00,0.00,LABLBRMN-A,0.00,67.58,14.00,Percent,0.00,Yes,67.58,Yes,No,APP,RFS18-,PAULGAGN,,11/2/2020
437,,,Refrigerator - side by side - 16 to 22 cf - High grade,0.00,Average,1.00,56.32,0.00,56.32,EA,,Remove,22.81,13.24,20.27,0.00,0.00,0.00,LABLBRMN-A,0.00,67.58,14.00,Percent,0.00,Yes,67.58,Yes,No,APP,RFS18+,PAULGAGN,,11/2/2020
438,,,Refrigerator - side by side - 16 to 22 cf - Premium grade,0.00,Average,1.00,56.32,0.00,56.32,EA,,Remove,22.81,13.24,20.27,0.00,0.00,0.00,LABLBRMN-A,0.00,67.58,14.00,Percent,0.00,Yes,67.58,Yes,No,APP,RFS18++,PAULGAGN,,11/2/2020
439,,,Refrigerator - side by side - 22 to 25 cf,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS22,PAULGAGN,,11/2/2020
440,,,Refrigerator - side by side - 22 to 25 cf - Standard grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS22-,PAULGAGN,,11/2/2020
441,,,Refrigerator - side by side - 22 to 25 cf - High grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS22+,PAULGAGN,,11/2/2020
442,,,Refrigerator - side by side - 22 to 25 cf - Premium grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS22++,PAULGAGN,,11/2/2020
443,,,Refrigerator - side by side - 25 to 30 cf,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS24,PAULGAGN,,11/2/2020
444,,,Refrigerator - side by side - 25 to 30 cf - Standard grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS24-,PAULGAGN,,11/2/2020
445,,,Refrigerator - side by side - 25 to 30 cf - High grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS24+,PAULGAGN,,11/2/2020
446,,,Refrigerator - side by side - 25 to 30 cf - Premium grade,0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,LABLBRMN-A,0.00,76.05,14.00,Percent,0.00,Yes,76.05,Yes,No,APP,RFS24++,PAULGAGN,,11/2/2020
447,,,Refrigerator - Commercial - side by side,0.00,Average,1.00,105.61,0.00,105.61,EA,,Remove,42.77,24.83,38.01,0.00,0.00,0.00,PLMMN-A,0.00,126.73,13.00,Percent,0.00,Yes,126.73,Yes,No,APP,RFSC,PAULGAGN,,11/2/2020
448,,,Refrigerator - Commercial - side by side - Remove & reset,0.00,Average,1.00,599.34,0.00,599.34,EA,,Replace,131.38,61.19,406.77,0.00,0.00,0.00,PLMMN-A,0.00,719.2,0.00,Percent,0.00,Yes,719.20,Yes,No,APP,RFSCRS,PAULGAGN,,11/2/2020
449,,,Refrig. water line - Disconnect & reconnect - with repairs,0.00,Average,1.00,145.73,0.00,145.73,EA,,Replace,26.28,12.24,81.35,25.86,0.00,0.00,PLMMN-A,2.07,177.36,0.00,Percent,0.00,Yes,177.36,Yes,No,APP,RFWLRS,PAULGAGN,,11/2/2020
450,,,Range - freestanding - electric,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RG,PAULGAGN,,11/2/2020
451,,,Range - freestanding - electric - Standard grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RG-,PAULGAGN,,11/2/2020
452,,,Range - freestanding - electric - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RG+,PAULGAGN,,11/2/2020
453,,,Range - freestanding - electric - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RG++,PAULGAGN,,11/2/2020
454,,,Range - freestanding - electric - Deluxe grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RG+++,PAULGAGN,,11/2/2020
455,,,Range - drop in,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDI,PAULGAGN,,11/2/2020
456,,,Range - drop in - Standard grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDI-,PAULGAGN,,11/2/2020
457,,,Range - drop in - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDI+,PAULGAGN,,11/2/2020
458,,,Range - drop in - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDI++,PAULGAGN,,11/2/2020
459,,,Range - drop in - Detach & reset,0.00,Average,1.00,278.38,0.00,278.38,EA,,Replace,69.07,29.33,179.98,0.00,0.00,0.00,ELEMN-A,0.00,334.06,0.00,Percent,0.00,Yes,334.06,Yes,No,APP,RGDIRS,PAULGAGN,,11/2/2020
460,,,"Range - freestanding double oven - dual - 48""",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL4,PAULGAGN,,11/2/2020
461,,,"Range - freestanding double oven- dual- 48""-Standard grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL4-,PAULGAGN,,11/2/2020
462,,,"Range - freestanding double oven - dual - 48"" - High grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL4+,PAULGAGN,,11/2/2020
463,,,"Range - freestanding double oven - dual - 60""",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL6,PAULGAGN,,11/2/2020
464,,,"Range - freestanding double oven- dual- 60""-Standard grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL6-,PAULGAGN,,11/2/2020
465,,,"Range - freestanding double oven - dual - 60"" - High grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDL6+,PAULGAGN,,11/2/2020
466,,,Range - freestanding - double oven - electric,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDO,PAULGAGN,,11/2/2020
467,,,Range - freestanding - double oven - electric - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDO+,PAULGAGN,,11/2/2020
468,,,Range - freestanding - double oven - elec. - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDO++,PAULGAGN,,11/2/2020
469,,,Range - freestanding - double oven - gas,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDOG,PAULGAGN,,11/2/2020
470,,,Range - freestanding - double oven - gas - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDOG+,PAULGAGN,,11/2/2020
471,,,Range - freestanding - double oven - gas - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGDOG++,PAULGAGN,,11/2/2020
472,,,"Range - freestanding - double oven - gas - 48""",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG4,PAULGAGN,,11/2/2020
473,,,"Range - freestanding- double oven- gas- 48""-Standard grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG4-,PAULGAGN,,11/2/2020
474,,,"Range - freestanding - double oven - gas - 48""- High grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG4+,PAULGAGN,,11/2/2020
475,,,"Range - freestanding - double oven - gas - 60""",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG6,PAULGAGN,,11/2/2020
476,,,"Range - freestanding- double oven- gas- 60""-Standard grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG6-,PAULGAGN,,11/2/2020
477,,,"Range - freestanding - double oven - gas - 60""- High grade",0.00,Average,1.00,63.37,0.00,63.37,EA,,Remove,25.66,14.90,22.81,0.00,0.00,0.00,PLMMN-A,0.00,76.05,15.00,Percent,0.00,Yes,76.05,Yes,No,APP,RGDOG6+,PAULGAGN,,11/2/2020
478,,,Range - freestanding - gas,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG,PAULGAGN,,11/2/2020
479,,,Range - freestanding - gas - Standard grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG-,PAULGAGN,,11/2/2020
480,,,Range - freestanding - gas - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG+,PAULGAGN,,11/2/2020
481,,,Range - freestanding - gas - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG++,PAULGAGN,,11/2/2020
482,,,Range - freestanding - gas - Deluxe grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG+++,PAULGAGN,,11/2/2020
483,,,Range - gas - Large - Remove & reset,0.00,Average,1.00,329.63,0.00,329.63,EA,,Replace,72.26,33.65,223.72,0.00,0.00,0.00,PLMMN-A,0.00,395.55,0.00,Percent,0.00,Yes,395.55,Yes,No,APP,RGG>RS,PAULGAGN,,11/2/2020
484,,,"Range - freestanding - gas - 36""",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG3,PAULGAGN,,11/2/2020
485,,,"Range - freestanding - gas - 36"" - Standard grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG3-,PAULGAGN,,11/2/2020
486,,,"Range - freestanding - gas - 36"" - High grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG3+,PAULGAGN,,11/2/2020
487,,,"Range - freestanding - gas - 36"" - Premium grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGG3++,PAULGAGN,,11/2/2020
488,,,"Range - Commercial - 30"" - gas",0.00,Average,1.00,158.42,0.00,158.42,EA,,Remove,64.16,37.24,57.02,0.00,0.00,0.00,PLMMN-A,0.00,190.1,15.00,Percent,0.00,Yes,190.10,Yes,No,APP,RGGC,PAULGAGN,,11/2/2020
489,,,"Range - Commercial - 36"" - gas",0.00,Average,1.00,158.42,0.00,158.42,EA,,Remove,64.16,37.24,57.02,0.00,0.00,0.00,PLMMN-A,0.00,190.1,15.00,Percent,0.00,Yes,190.10,Yes,No,APP,RGGC+,PAULGAGN,,11/2/2020
490,,,"Range - Commercial - 48"" - gas",0.00,Average,1.00,158.42,0.00,158.42,EA,,Remove,64.16,37.24,57.02,0.00,0.00,0.00,PLMMN-A,0.00,190.1,15.00,Percent,0.00,Yes,190.10,Yes,No,APP,RGGC++,PAULGAGN,,11/2/2020
491,,,Range - Commercial - gas - Detach & reset,0.00,Average,1.00,406.32,0.00,406.32,EA,,Replace,89.07,41.48,275.77,0.00,0.00,0.00,PLMMN-A,0.00,487.58,0.00,Percent,0.00,Yes,487.58,Yes,No,APP,RGGCRS,PAULGAGN,,11/2/2020
492,,,Range - gas - Reset,0.00,Average,1.00,135.51,0.00,135.51,EA,,Replace,29.71,13.83,91.97,0.00,0.00,0.00,PLMMN-A,0.00,162.61,0.00,Percent,0.00,Yes,162.61,Yes,No,APP,RGGR,PAULGAGN,,11/2/2020
493,,,Range - gas - Remove & reset,0.00,Average,1.00,271.03,0.00,271.03,EA,,Replace,59.41,27.67,183.94,0.00,0.00,0.01,PLMMN-A,0.00,325.23,0.00,Percent,0.00,Yes,325.23,Yes,No,APP,RGGRS,PAULGAGN,,11/2/2020
494,,,"Range - freestanding - dual - 36""",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGL3,PAULGAGN,,11/2/2020
495,,,"Range - freestanding - dual - 36"" - Standard grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGL3-,PAULGAGN,,11/2/2020
496,,,"Range - freestanding - dual - 36"" - High grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGL3+,PAULGAGN,,11/2/2020
497,,,"Range - freestanding - dual - 36"" - Premium grade",0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGL3++,PAULGAGN,,11/2/2020
498,,,Range - mobile home,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGM,PAULGAGN,,11/2/2020
499,,,Range - electric - Reset,0.00,Average,1.00,31.01,0.00,31.01,EA,,Replace,12.48,7.24,11.29,0.00,0.00,0.00,LABLBRMN-A,0.00,37.21,0.00,Percent,0.00,Yes,37.21,Yes,No,APP,RGR,PAULGAGN,,11/2/2020
500,,,Range - electric - Remove & reset,0.00,Average,1.00,62.01,0.00,62.01,EA,,Replace,24.95,14.48,22.58,0.00,0.00,0.00,LABLBRMN-A,0.00,74.41,0.00,Percent,0.00,Yes,74.41,Yes,No,APP,RGRS,PAULGAGN,,11/2/2020
501,,,Range - slide in - electric,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGS,PAULGAGN,,11/2/2020
502,,,Range - slide in - electric - Standard grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGS-,PAULGAGN,,11/2/2020
503,,,Range - slide in - electric - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGS+,PAULGAGN,,11/2/2020
504,,,Range - slide in - electric - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGS++,PAULGAGN,,11/2/2020
505,,,Range - slide in - electric - Deluxe grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,ELEMN-A,0.00,40.82,13.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGS+++,PAULGAGN,,11/2/2020
506,,,Range - slide in - gas,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGSG,PAULGAGN,,11/2/2020
507,,,Range - slide in - gas - Standard grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGSG-,PAULGAGN,,11/2/2020
508,,,Range - slide in - gas - High grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGSG+,PAULGAGN,,11/2/2020
509,,,Range - slide in - gas - Premium grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGSG++,PAULGAGN,,11/2/2020
510,,,Range - slide in - gas - Deluxe grade,0.00,Average,1.00,34.02,0.00,34.02,EA,,Remove,13.78,8.00,12.24,0.00,0.00,0.00,PLMMN-A,0.00,40.82,15.00,Percent,0.00,Yes,40.82,Yes,No,APP,RGSG+++,PAULGAGN,,11/2/2020
511,,,Trash compactor,0.00,Average,1.00,38.25,0.00,38.25,EA,,Remove,15.49,8.99,13.77,0.00,0.00,0.00,ELEMN-A,0.00,45.91,6.00,Percent,0.00,Yes,45.91,Yes,No,APP,TC,PAULGAGN,,11/2/2020
512,,,Trash compactor - High grade,0.00,Average,1.00,38.25,0.00,38.25,EA,,Remove,15.49,8.99,13.77,0.00,0.00,0.00,ELEMN-A,0.00,45.91,6.00,Percent,0.00,Yes,45.91,Yes,No,APP,TC+,PAULGAGN,,11/2/2020
513,,,Trash compactor - Remove & reset,0.00,Average,1.00,208.83,0.00,208.83,EA,,Replace,51.81,22.00,135.02,0.00,0.00,0.00,ELEMN-A,0.00,250.59,0.00,Percent,0.00,Yes,250.59,Yes,No,APP,TCRS,PAULGAGN,,11/2/2020
514,,,Washer/Washing Machine - Front-loading,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WASF,PAULGAGN,,11/2/2020
515,,,Washer/Washing Machine - Front-loading - Standard grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WASF-,PAULGAGN,,11/2/2020
516,,,Washer/Washing Machine - Front-loading - High grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WASF+,PAULGAGN,,11/2/2020
517,,,Washer/Washing Machine - Front-loading - Premium grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WASF++,PAULGAGN,,11/2/2020
518,,,Washer - Light commercial,0.00,Average,1.00,95.29,0.00,95.29,EA,,Remove,38.59,22.40,34.30,0.00,0.00,0.00,PLMMN-A,0.00,114.35,10.00,Percent,0.00,Yes,114.35,Yes,No,APP,WASHC,PAULGAGN,,11/2/2020
519,,,Washer/Washing Machine - Top-loading,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WAST,PAULGAGN,,11/2/2020
520,,,Washer/Washing Machine - Top-loading - Standard grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WAST-,PAULGAGN,,11/2/2020
521,,,Washer/Washing Machine - Top-loading - High grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WAST+,PAULGAGN,,11/2/2020
522,,,Washer/Washing Machine - Top-loading - Premium grade,0.00,Average,1.00,45.26,0.00,45.26,EA,,Remove,18.33,10.64,16.29,0.00,0.00,0.00,PLMMN-A,0.00,54.32,10.00,Percent,0.00,Yes,54.32,Yes,No,APP,WAST++,PAULGAGN,,11/2/2020
